id;the_geom;postcode
correctedUTMexternal.1;MULTIPOLYGON (((671444.7694305144 5701653.999779026, 671445.1914490897 5701653.213902061, 671459.0656018006 5701653.948592008, 671462.1780430528 5701655.124856227, 671464.6364048354 5701657.197830273, 671466.5432113248 5701660.21733619, 671470.8135539319 5701672.703094788, 671478.6866954413 5701677.16448782, 671479.5487239668 5701675.643247652, 671479.8647410867 5701675.085629995, 671480.5965173949 5701673.794376838, 671481.0644895092 5701672.390860108, 671490.133595648 5701645.185535975, 671491.5509384904 5701640.93139929, 671487.7182934744 5701639.137582208, 671485.9709713537 5701638.320221844, 671484.9066145319 5701637.822281545, 671483.0972046751 5701636.975882991, 671482.2289756285 5701636.569380943, 671476.287221557 5701633.788994879, 671448.4170419078 5701620.747415787, 671439.7634390387 5701615.905877737, 671436.468187332 5701614.062242613, 671423.6836103925 5701606.909497835, 671421.8707623116 5701605.895242658, 671421.0539955486 5701607.355071657, 671417.7664322546 5701615.042894944, 671414.2738683559 5701619.311352891, 671409.919009587 5701622.386593911, 671403.607138543 5701625.046242012, 671397.9003579912 5701626.3709841, 671396.364544014 5701626.978118668, 671388.3290380703 5701629.053506387, 671388.071301623 5701629.094666972, 671385.961548032 5701632.683999687, 671377.0854916344 5701644.93032005, 671377.2484958794 5701645.271168203, 671381.4033832814 5701652.350208795, 671381.7107704594 5701652.774246785, 671383.819838604 5701656.624608449, 671387.8080655308 5701662.178950903, 671391.5017250584 5701666.220761983, 671398.2636998338 5701671.79529739, 671401.836546265 5701673.875594766, 671402.5071057755 5701674.5616162615, 671405.9382225772 5701677.111451103, 671412.3118500086 5701680.630151109, 671416.0406388671 5701682.009189272, 671424.2561785026 5701683.955067183, 671425.4023990338 5701684.056592273, 671428.3605376347 5701679.887192931, 671436.6619584097 5701671.933513639, 671442.0043634382 5701664.5578734195, 671442.0083192583 5701664.437552884, 671442.8606295297 5701659.626768754, 671444.7694305144 5701653.999779026)));5611
correctedUTMexternal.2;MULTIPOLYGON (((673535.8624899561 5701771.582690309, 673529.1011344258 5701765.092426041, 673528.3946792034 5701765.828377607, 673513.6640310136 5701782.259242406, 673501.487725128 5701791.6083336845, 673500.9955705056 5701793.628361044, 673500.9459315655 5701794.019449786, 673500.9091681169 5701797.16454866, 673519.0693551797 5701798.921490124, 673526.135802662 5701780.95017738, 673535.1037220284 5701772.373121711, 673535.8624899561 5701771.582690309)));5611
correctedUTMexternal.3;MULTIPOLYGON (((672412.0005563153 5702226.084247443, 672413.4914882886 5702220.09454294, 672418.0938106886 5702220.867888184, 672424.1428363763 5702221.88949608, 672426.6654220511 5702222.312901776, 672430.6039224195 5702222.977563362, 672473.6453362195 5702230.2256172085, 672527.3425434201 5702235.755849115, 672564.574053017 5702240.724396971, 672570.169757502 5702241.47208808, 672573.7625665485 5702241.902460134, 672577.8350398049 5702242.390289717, 672580.6117231186 5702242.722923137, 672581.3867016587 5702238.34677447, 672581.8981215875 5702235.4568532705, 672582.4904926545 5702232.109318765, 672583.1453369 5702228.410627246, 672594.3308155013 5702160.034593628, 672595.7261127287 5702157.623726715, 672599.7148612866 5702150.72988917, 672601.0544856766 5702143.856767739, 672604.2505229603 5702127.454906489, 672605.0192640767 5702121.765836221, 672605.1816176623 5702120.560465527, 672605.6248149468 5702117.277106615, 672607.1374958169 5702113.444285388, 672615.9942453362 5702091.006518336, 672619.5564201574 5702081.981606487, 672622.9926461603 5702073.275789983, 672630.0451733468 5702055.405676563, 672630.8767048749 5702053.298681943, 672631.8199388346 5702050.790035055, 672632.0683264799 5702050.413920422, 672637.781916808 5702035.879086669, 672644.9061552223 5702017.75624064, 672647.4417973573 5702011.332323372, 672648.7897747833 5702007.917364696, 672650.1257805865 5702004.53203222, 672651.3046999264 5702001.545801084, 672653.9864232983 5701994.753440507, 672659.3302575243 5701984.287786493, 672665.3640159139 5701978.226015117, 672672.5598194441 5701974.914600829, 672679.2735913243 5701967.206078717, 672686.278653084 5701956.388500942, 672686.1822903465 5701956.363103613, 672689.5448592763 5701942.900136058, 672692.6603126342 5701943.678265629, 672695.4463289203 5701944.373749317, 672698.1645662657 5701945.052313104, 672708.9120333131 5701947.735869698, 672710.1232990798 5701943.757148223, 672712.0775865293 5701937.334292357, 672712.8830945084 5701934.692085044, 672715.0396817902 5701929.675588419, 672727.4943094496 5701900.70462289, 672736.4431496727 5701879.888535147, 672738.7186919398 5701874.596783228, 672740.4087103679 5701870.666661207, 672747.9408255636 5701867.750413688, 672767.41804866 5701860.211731114, 672790.0825603007 5701861.712817131, 672833.6044569173 5701866.1008828245, 672841.0241524572 5701866.848978257, 672846.109586694 5701867.258853325, 672848.2321716124 5701867.4300871845, 672857.8232835985 5701868.201926296, 672857.7975337293 5701856.159491379, 672857.7669717106 5701841.972361384, 672857.7137243684 5701817.255453079, 672857.6814623977 5701802.005049778, 672859.8515058621 5701758.169728263, 672861.9435729731 5701743.992662851, 672864.8263448025 5701724.457311827, 672866.6204861102 5701712.295091973, 672869.4473754348 5701703.41129867, 672873.4066947612 5701690.968660278, 672881.5142273179 5701665.489590855, 672886.797620295 5701644.751328095, 672888.3242215307 5701632.284889687, 672888.7472823779 5701628.830114821, 672889.1220769591 5701625.772648519, 672888.8072575952 5701619.683059384, 672888.3654798905 5701611.1339881625, 672885.6319278094 5701600.918318187, 672883.8372153344 5701594.211225262, 672876.0103334156 5701578.173347845, 672875.7523953754 5701577.644813174, 672862.6557139738 5701559.025030687, 672861.5803111305 5701557.684353892, 672832.0045946857 5701520.812741332, 672815.0513850119 5701500.885635345, 672802.7216625138 5701485.950951003, 672802.3226174014 5701485.467597669, 672798.4454048814 5701479.1823794115, 672796.7464092509 5701476.428201689, 672795.926824638 5701475.099601778, 672791.1254949293 5701466.55553902, 672786.9957622946 5701457.439654954, 672785.2348048178 5701453.552555082, 672783.8697004177 5701450.032964752, 672774.9701984061 5701427.087742652, 672771.3668745018 5701417.79653527, 672768.1225632736 5701409.431046604, 672765.166507012 5701400.172699682, 672766.6981282383 5701399.87477282, 672768.5729504225 5701399.510315241, 672773.9019971489 5701398.474130522, 672807.9206589297 5701391.859727146, 672813.2764998126 5701390.818606048, 672821.2691590479 5701389.336128847, 672825.5523943139 5701388.541205779, 672882.0387418516 5701376.533824179, 672907.4988286621 5701371.124491654, 672907.5589773011 5701371.111746198, 672910.8676665904 5701370.412945203, 672913.5222640848 5701369.852289514, 672914.3095071523 5701369.686026483, 672976.4949322189 5701356.5524877105, 672976.8187715709 5701356.484090959, 672977.2051201493 5701356.4024919085, 673026.3536383043 5701346.022337867, 673026.4279238199 5701346.006651267, 673026.4914653301 5701345.993224338, 673057.4058537866 5701339.464118326, 673072.5711460488 5701336.045763637, 673073.393687807 5701335.860361314, 673074.5279431519 5701335.604688928, 673083.495497992 5701333.466600165, 673083.6121186067 5701333.884339257, 673087.3672876055 5701332.836032571, 673090.03778822 5701332.401105614, 673161.57175783 5701320.7726638215, 673163.2524971736 5701320.471241796, 673175.7413901257 5701317.921618379, 673187.7134220706 5701315.543253839, 673284.6603417005 5701296.286787322, 673295.7008037117 5701294.093830145, 673294.759934768 5701289.357138605, 673277.3367487574 5701239.379451227, 673240.3186333345 5701230.970720221, 673220.0447272517 5701217.910457607, 673229.9419559842 5701202.546684226, 673238.2919373731 5701190.678501241, 673244.0316595102 5701182.520389708, 673256.5468219118 5701164.732053926, 673260.1581242838 5701159.599159692, 673265.597476844 5701151.867968858, 673272.5980562733 5701141.917743081, 673273.8780379825 5701140.098565052, 673274.4004799853 5701139.356042707, 673282.8150502534 5701137.730213781, 673304.3232414222 5701133.5763442665, 673348.5937696055 5701125.026385953, 673352.4313438981 5701124.285235925, 673371.00974345 5701120.697192619, 673374.6002319214 5701120.003762084, 673398.962254269 5701115.298727523, 673405.7425759345 5701113.989242866, 673423.1162172363 5701110.633874359, 673429.787223202 5701109.34550327, 673435.3845666854 5701108.264601787, 673438.2500993363 5701107.7112395335, 673437.734396652 5701105.316181407, 673436.6597811654 5701100.325386404, 673432.719686798 5701082.026594331, 673431.1938984074 5701074.940449973, 673430.8784892397 5701073.475610696, 673428.7251061901 5701063.474724759, 673427.9034664403 5701059.658861059, 673427.2440239227 5701057.121942498, 673423.3797863267 5701042.255969759, 673421.3819300024 5701034.572681374, 673420.711759214 5701031.998497801, 673419.3553469394 5701026.788402107, 673409.4090477487 5700988.596989876, 673402.9170660969 5700963.669363012, 673387.6120167403 5700929.359556406, 673387.3155856915 5700928.69503778, 673376.7669415694 5700909.561977426, 673372.7084618515 5700902.2007569475, 673371.173229294 5700899.868130689, 673370.8665961074 5700899.402233472, 673362.5980331842 5700886.845044206, 673353.2107705784 5700874.6896415055, 673341.4501018962 5700860.326729616, 673339.2321050589 5700857.618005997, 673338.8096801667 5700857.101965005, 673337.2955158112 5700855.300662242, 673333.3308645174 5700850.584609478, 673332.3061715127 5700849.365710824, 673323.1054740493 5700838.421250257, 673321.6645348861 5700836.706379995, 673320.355509752 5700835.149892916, 673313.3153752141 5700826.776011562, 673312.9242529613 5700825.861190279, 673306.711794998 5700811.330470528, 673306.2608837003 5700810.276206765, 673291.708133853 5700796.697797033, 673270.0161529728 5700784.043088979, 673256.5381249143 5700776.547310518, 673253.3417517298 5700775.14282577, 673249.902448107 5700773.631597533, 673207.1101541887 5700754.835611984, 673133.0666492668 5700733.187262347, 673131.9603620778 5700732.8090250455, 673127.6172262541 5700731.327764187, 673123.1450507364 5700728.985829457, 673114.869931326 5700724.652873971, 673102.1766481786 5700718.006511792, 673099.2248716605 5700716.460926379, 673096.9641715423 5700715.27765091, 673096.5163683313 5700714.981040027, 673094.134661768 5700713.403471917, 673080.589245576 5700702.902569627, 673068.8861358906 5700690.251924389, 673060.8879528798 5700681.606173489, 673033.1233217656 5700651.593601032, 673026.2528482279 5700646.272930202, 673015.1605078677 5700637.683972709, 673011.5081944192 5700642.08443012, 673009.7210654574 5700644.238404548, 672999.7487990591 5700639.4119844325, 672988.299181085 5700634.878610025, 672987.6669684793 5700634.62888334, 672985.6414813421 5700634.252246329, 672985.6279077604 5700634.249727687, 672977.5546784936 5700632.748514598, 672969.924482475 5700630.190701479, 672969.4348869972 5700630.026578073, 672893.5064305979 5700604.570800237, 672889.6256518482 5700603.270699351, 672887.3029063137 5700602.42558965, 672868.6122667529 5700595.625503276, 672843.9054159208 5700586.6365806265, 672839.4715357616 5700585.023295448, 672837.0845081083 5700584.155079789, 672834.3088842552 5700583.145130804, 672832.7603984452 5700582.581391337, 672826.9184288655 5700580.455967488, 672828.9757753613 5700573.970429373, 672830.3895866149 5700569.517042337, 672824.5854752567 5700567.27378745, 672820.7872273715 5700565.805283191, 672820.3908436061 5700565.652030939, 672816.7261454074 5700564.235163436, 672815.6946039189 5700563.836346768, 672812.0376208095 5700562.422476545, 672810.4561729844 5700566.616261824, 672810.0287846144 5700567.748767958, 672807.8925296523 5700573.409478227, 672803.9751024847 5700571.9290200425, 672798.5948882377 5700569.895751283, 672796.3295050701 5700569.04050466, 672792.9819318481 5700567.773788294, 672752.5613301878 5700552.502044569, 672749.5560433483 5700551.366588705, 672747.6430720775 5700550.643828589, 672747.5461625048 5700550.607223462, 672742.1872111127 5700548.583015903, 672738.1042294507 5700547.040198269, 672719.1313508144 5700539.87137256, 672707.415773104 5700530.450676333, 672701.4712124052 5700525.670464429, 672694.8590236178 5700519.209592356, 672692.6470781115 5700517.047956043, 672688.7530303984 5700513.242475866, 672690.7298816371 5700511.515984064, 672692.1237444284 5700510.298647799, 672696.2978318827 5700506.65059982, 672691.0245168835 5700500.676598689, 672689.3831808416 5700498.81712907, 672687.4128105874 5700496.584740027, 672670.9964835066 5700477.983954658, 672669.1452573789 5700475.886393021, 672659.1168852169 5700464.523584726, 672655.7888354629 5700460.752684644, 672648.7658701211 5700452.795201561, 672645.9000588795 5700449.548097257, 672641.1663468209 5700445.038470927, 672640.9833781028 5700444.864168588, 672616.980532418 5700421.998227711, 672585.8443146078 5700404.227501471, 672585.0447391717 5700403.771212363, 672580.3733164743 5700402.324285669, 672575.9029001395 5700400.9419405665, 672571.7416196853 5700399.652714113, 672569.9799464487 5700399.306151373, 672567.3722719906 5700398.791944872, 672564.7088870323 5700398.267918625, 672559.4974710613 5700397.2416348625, 672548.7694589696 5700395.128095109, 672548.4246886738 5700400.181620056, 672548.0234553046 5700406.046748352, 672538.1331973444 5700404.968055827, 672530.2289285276 5700404.107161411, 672529.5207424307 5700404.193144117, 672527.0777844948 5700404.488743149, 672524.7925597756 5700404.764468361, 672489.2210488301 5700409.067321382, 672448.9539641617 5700417.3902525, 672448.9469100077 5700417.39171319, 672385.2525437995 5700430.556901066, 672385.1360230681 5700430.580985159, 672361.7062527554 5700435.4237556625, 672356.8808835426 5700436.920416335, 672350.4029579784 5700438.9285343215, 672338.6024486716 5700443.168519099, 672337.0145311995 5700444.091305391, 672322.7900922291 5700452.358154808, 672319.3465025888 5700454.359473471, 672318.6706806782 5700455.087908706, 672310.9094804196 5700463.4533248255, 672306.2017252533 5700468.527580792, 672300.684233215 5700474.47461488, 672296.5498341823 5700478.9313879805, 672295.4319730636 5700480.136636497, 672294.9020865054 5700480.707689487, 672293.747246745 5700482.495050254, 672292.4954714447 5700484.4323355, 672288.4967582303 5700490.620469032, 672287.8505087624 5700492.102052499, 672284.5585662823 5700499.649118394, 672284.1671804246 5700500.544858683, 672283.7097778505 5700501.593532093, 672282.8566332329 5700503.548809814, 672281.5396005329 5700506.567557755, 672279.4109303115 5700529.3966462, 672270.9709235026 5700629.474199721, 672265.9403405274 5700646.80424219, 672265.510879467 5700648.283708381, 672264.3493944773 5700652.284950419, 672263.1536808306 5700652.962375463, 672261.6987977952 5700653.78752399, 672260.8264260556 5700654.282296568, 672255.9839102103 5700661.156318646, 672254.2140773118 5700663.670043803, 672251.0751347295 5700669.0197205795, 672250.6624578347 5700669.721593286, 672250.56775327 5700669.882664916, 672250.4494176252 5700670.029176864, 672241.2624794152 5700681.403571342, 672239.877377006 5700683.11847348, 672236.9827261462 5700686.702354941, 672232.0435846022 5700692.817530137, 672230.3516042752 5700694.912379101, 672228.8521155642 5700696.768903261, 672225.5006363911 5700700.918385553, 672219.9186883187 5700707.829421567, 672188.9857055472 5700746.127683592, 672186.5890521103 5700749.094990104, 672181.9305504945 5700754.8610383235, 672181.6743614203 5700755.178133813, 672181.6325448947 5700755.229893982, 672177.8572747301 5700759.903475638, 672114.7638200978 5700838.016991888, 672105.7771698663 5700848.725115639, 672102.772932431 5700852.305212936, 672100.6085526996 5700854.883813156, 672099.9935727625 5700855.616488362, 672095.7985690038 5700860.612571561, 672092.6569277982 5700864.356282227, 672086.4943910283 5700872.037741452, 672065.5511306736 5700897.793608945, 672063.2442007613 5700900.639017481, 672061.3142821076 5700902.968425003, 672057.4909900228 5700907.580404782, 672054.2290885013 5700911.514300736, 672042.6329826406 5700923.697229338, 672013.555146441 5700953.817510505, 672000.3604402642 5700965.830380069, 671990.1452444294 5700975.130609978, 671989.7326771735 5700975.506228695, 671983.9512023355 5700980.769928033, 671979.5603861924 5700983.638473452, 671972.7825248446 5700988.065116832, 671956.7819949314 5700998.9859232325, 671947.0151807078 5701005.652044705, 671931.8984427763 5701015.969636384, 671927.5647294561 5701018.928089155, 671926.3879317078 5701019.731299389, 671920.7300765865 5701023.593010012, 671902.8641803223 5701035.787718405, 671888.0696009998 5701046.795817266, 671886.3409611272 5701048.122652217, 671871.7363942859 5701059.332629424, 671868.8496434446 5701061.5488071265, 671868.5983050548 5701061.741806331, 671866.3384744893 5701063.4770616675, 671857.971700727 5701069.898928175, 671857.0799872357 5701070.583357403, 671856.6582187915 5701070.9640067695, 671849.6938559497 5701077.249398899, 671848.259183981 5701078.544046455, 671846.686840334 5701079.962928887, 671843.7292655734 5701082.633045624, 671829.1879222069 5701095.756534874, 671823.448513211 5701101.056299825, 671811.4045217432 5701112.1777094565, 671795.4024367615 5701126.954016713, 671792.2208458651 5701130.012744861, 671787.691803213 5701134.366890335, 671780.6773463398 5701140.956992808, 671778.0876952003 5701143.389963298, 671772.4015483385 5701148.731415513, 671771.9895201429 5701149.118463572, 671760.3025819494 5701160.096940668, 671758.3027336766 5701161.975557694, 671757.5026005717 5701162.727181241, 671756.7853437888 5701163.4009630475, 671755.1739349401 5701165.030190172, 671754.3953385119 5701165.81742695, 671748.070692986 5701172.209888853, 671747.2326446712 5701173.057051561, 671745.3082687886 5701175.001425639, 671741.7398224908 5701178.609151377, 671738.580417511 5701181.802690134, 671730.3907718963 5701190.080815065, 671730.0497668389 5701190.425504249, 671706.5992052166 5701214.129417214, 671705.0802310428 5701215.664801628, 671691.2377013953 5701229.6568780355, 671687.8161646597 5701233.116306944, 671684.6362743231 5701236.590614777, 671669.1314704256 5701253.572018606, 671667.8021942461 5701255.027896738, 671648.704619468 5701275.944234331, 671617.8511363814 5701309.736048097, 671617.7152860415 5701309.884843453, 671603.8006782529 5701325.124597438, 671600.7672221803 5701328.618683433, 671599.2732106516 5701331.761706011, 671599.2085711451 5701331.8976912005, 671597.7972367024 5701334.094911102, 671597.6542562392 5701334.855623936, 671596.9196806279 5701338.7638572985, 671596.0534976667 5701343.360134551, 671586.2381366924 5701364.329786118, 671585.7943097487 5701368.444851148, 671584.5993078722 5701379.524640306, 671584.9759439578 5701386.1703103855, 671585.1247404347 5701388.7957914295, 671585.7409777514 5701399.669181662, 671585.789752415 5701400.529801844, 671600.4729287521 5701445.294267373, 671601.1042437458 5701447.218952213, 671609.9813165488 5701476.191815903, 671610.8252833608 5701484.987075699, 671611.1218141988 5701488.076409841, 671611.358647625 5701490.541460946, 671608.8468975422 5701495.552200477, 671606.2969899514 5701500.639060857, 671607.2762837324 5701509.211608148, 671606.7183580272 5701511.778826642, 671606.0134444524 5701515.018621931, 671601.5544366963 5701535.5134896375, 671601.2081331575 5701539.569408612, 671598.5840192664 5701562.455441053, 671597.1799204403 5701574.701166255, 671595.5950078438 5701588.5238184, 671593.740713452 5701604.695886632, 671592.0083153858 5701619.8048673505, 671588.8443930056 5701647.398746947, 671586.4059578972 5701668.66525256, 671585.3520446268 5701677.855307687, 671584.8404258846 5701682.316660371, 671584.7804407293 5701682.839537682, 671584.253436685 5701687.433314656, 671583.0072538407 5701711.148583323, 671582.928591565 5701712.13192824, 671582.7474067877 5701714.396880986, 671582.5260392622 5701717.164170769, 671582.4048219549 5701719.2563569285, 671582.7380078506 5701719.931576471, 671585.3347128418 5701725.172004731, 671587.6074448864 5701729.761526883, 671587.765244828 5701730.507071491, 671593.3546728573 5701757.14159133, 671594.3934113239 5701759.165440772, 671607.0348507519 5701783.795676422, 671611.6976401012 5701790.377539659, 671628.3904768674 5701813.940684522, 671629.1642992327 5701815.033484553, 671630.58091115 5701817.033715691, 671633.3127830902 5701820.88979819, 671638.437923332 5701828.123673958, 671641.2693524832 5701831.995008072, 671643.7866008934 5701835.436874795, 671645.940844999 5701838.381647031, 671648.8957996938 5701842.423097527, 671654.4529400636 5701847.637728399, 671656.1266975491 5701849.208325352, 671656.9606575301 5701849.990916217, 671658.581970562 5701851.512556124, 671659.8901616727 5701853.585295316, 671660.7749857119 5701854.986879118, 671686.8051133491 5701896.307240604, 671691.4523514484 5701903.683629578, 671697.4742068932 5701912.272871023, 671688.8078038688 5701913.666715138, 671689.5550115944 5701914.621763452, 671689.991795441 5701915.180584489, 671695.1892559786 5701921.830213553, 671695.4597186308 5701922.158202003, 671703.5401591461 5701932.010773458, 671720.8779373192 5701953.14789878, 671724.081847372 5701957.053911853, 671724.5925308092 5701957.6764972005, 671757.7023317262 5702003.093838749, 671758.0386766886 5702003.555212377, 671764.7307987849 5702012.73492549, 671768.8860950626 5702016.949156972, 671770.3835531555 5702018.467845257, 671770.9129180909 5702019.00471745, 671776.818692396 5702023.929776818, 671788.7041032952 5702028.781585446, 671794.684800386 5702031.223736305, 671799.0165270932 5702032.992805548, 671807.1448417832 5702036.3113924535, 671814.2828270176 5702039.224498732, 671820.5930295746 5702041.779445051, 671834.0955904394 5702047.247525103, 671844.0661380654 5702051.2852594545, 671853.0978825853 5702054.9434615355, 671856.0427139393 5702056.287121348, 671862.770372295 5702059.356947129, 671869.5758163233 5702062.063230618, 671936.522112353 5702088.685397775, 671947.6569243483 5702093.113529259, 671957.3491719887 5702097.749782118, 671978.7561579002 5702107.992700616, 672017.9247198489 5702123.6721731555, 672021.8210314747 5702125.23194691, 672026.7494240557 5702127.205566641, 672037.3457081722 5702131.447351275, 672066.5273780792 5702143.1290278025, 672073.9502290504 5702144.976837778, 672087.6714330707 5702148.392674372, 672098.0859206107 5702150.8542731125, 672101.6404536321 5702151.695522312, 672103.143703286 5702152.050685003, 672105.1449137556 5702147.534414185, 672107.8285824133 5702141.480073541, 672108.6266871628 5702139.67955385, 672111.1915861629 5702133.892952959, 672115.302556044 5702135.190576785, 672117.8497727813 5702135.9939913675, 672121.2546262664 5702137.068491591, 672131.0403849551 5702140.155949789, 672133.2627682581 5702140.856726885, 672144.9163527362 5702143.090565197, 672149.3033690666 5702143.930932284, 672151.7911770501 5702144.408233915, 672152.2088101722 5702144.48788191, 672157.3293170009 5702146.031526205, 672161.425804868 5702147.251636289, 672166.5459313669 5702148.776257879, 672243.9869133141 5702171.835210503, 672245.5744237091 5702172.307910539, 672270.1366375624 5702179.621595709, 672275.9916939992 5702181.365055338, 672276.6301938321 5702181.555181388, 672281.5303267897 5702183.014601848, 672292.7446375705 5702186.353975551, 672357.424566426 5702205.614228327, 672359.8652526774 5702206.3401311925, 672362.6864182462 5702207.180490867, 672366.8562526752 5702208.422003133, 672369.0966393584 5702209.0923508415, 672375.0235099291 5702210.853383139, 672373.7571360508 5702217.535780029, 672372.0196519257 5702226.7001858065, 672371.2016185815 5702231.0158950025, 672380.7028533451 5702233.623827317, 672392.6605901374 5702236.907800319, 672401.0826627245 5702239.220768034, 672408.2405542872 5702241.186013876, 672409.2962815377 5702236.945087847, 672412.0005563153 5702226.084247443)));5611
