Hhid,Day,Comp,SEC,Age,Child,Ncars,Gend,Wstat,AgeP,Actnr,Atype,With,BT,ET,Home,PPC,Mode,TravTime,TravDist,Eindhoven,Dur
4229555,2,3,3,0,0,2,0,2,0,8,0,0,1710,1735,0,5581,0,10,5.55,1,25
4229555,2,3,3,0,0,2,0,2,0,9,9,0,1805,1815,1,5632,0,30,13.75,1,10
4229555,2,3,3,0,0,2,0,2,0,10,7,0,1830,2055,0,5611,0,15,5.45,1,145
4229555,2,3,3,0,0,2,0,2,0,11,9,0,2110,2700,1,5632,0,15,5.45,1,390
4229555,2,3,3,0,0,2,1,2,0,1,9,0,300,800,1,5632,,0,,1,300
4229555,2,3,3,0,0,2,1,2,0,2,1,0,835,840,0,5021,0,35,34.89,1,5
4229555,2,3,3,0,0,2,1,2,0,3,1,0,850,910,0,5041,0,10,2.22,1,60
4229555,2,3,3,0,0,2,1,2,0,4,0,0,945,1700,0,5657,0,35,30.8,1,475
4229555,2,3,3,0,0,2,1,2,0,5,9,0,1720,2700,1,5632,0,20,12.75,1,620
4230002,2,1,2,0,1,0,1,2,0,1,9,0,300,1400,1,5612,,0,,1,660
4230002,2,1,2,0,1,0,1,2,0,2,3,0,1405,1455,0,5612,1,5,0,1,50
4230002,2,1,2,0,1,0,1,2,0,3,9,0,1500,2700,1,5612,1,5,0,1,720
4230120,2,1,1,1,0,1,1,2,1,1,9,0,300,820,1,5663,,0,,1,320
4230120,2,1,1,1,0,1,1,2,1,2,5,0,825,830,0,5663,0,5,0,1,5
4230120,2,1,1,1,0,1,1,2,1,3,9,0,840,1815,1,5663,0,10,0,1,615
4230120,2,1,1,1,0,1,1,2,1,4,5,0,1825,1840,0,5663,0,10,0,1,15
4230120,2,1,1,1,0,1,1,2,1,5,9,0,1845,1920,1,5663,0,5,0,1,75
4230120,2,1,1,1,0,1,1,2,1,6,5,0,1925,2125,0,5633,0,5,11.96,1,120
4230120,2,1,1,1,0,1,1,2,1,7,9,0,2130,2700,1,5663,0,5,11.96,1,370
4230131,2,1,2,0,0,1,1,2,0,1,9,0,300,750,1,5629,,0,,1,290
4230131,2,1,2,0,0,1,1,2,0,2,0,0,805,1710,0,5611,0,15,6.93,1,545
4230131,2,1,2,0,0,1,1,2,0,3,9,0,1725,2700,1,5629,0,15,6.93,1,615
4230172,2,4,3,4,0,1,0,0,4,1,9,0,300,1600,1,5651,,0,,1,780
4230172,2,4,3,4,0,1,0,0,4,2,8,0,1700,1701,0,5612,1,60,2.76,1,1
4230172,2,4,3,4,0,1,0,0,4,3,9,0,1800,2700,1,5651,1,59,2.76,1,540
4230172,2,4,3,4,0,1,1,0,4,1,9,0,300,800,1,5651,,0,,1,300
4230172,2,4,3,4,0,1,1,0,4,2,5,0,825,930,0,5611,0,25,4.54,1,65
4230172,2,4,3,4,0,1,1,0,4,3,9,0,955,1025,1,5651,0,25,4.54,1,70
4230172,2,4,3,4,0,1,1,0,4,4,5,0,1035,1045,0,5652,0,10,1.83,1,10
4230172,2,4,3,4,0,1,1,0,4,5,9,0,1055,2700,1,5651,0,10,1.83,1,1005
4231011,2,1,3,2,0,0,1,2,2,1,9,0,300,1800,1,5641,,0,,1,900
4231011,2,1,3,2,0,0,1,2,2,2,7,0,2030,2200,0,1061,2,150,131.41,1,130
4231011,2,1,3,2,0,0,1,2,2,3,9,0,2430,2700,1,5641,2,150,131.41,1,190
4231135,2,1,0,1,0,1,1,1,1,1,9,0,300,1140,1,5625,,0,,1,520
4231135,2,1,0,1,0,1,1,1,1,2,4,0,1155,1225,0,5611,1,15,4.98,1,70
4231135,2,1,0,1,0,1,1,1,1,3,9,0,1240,1330,1,5625,1,15,4.98,1,90
4231135,2,1,0,1,0,1,1,1,1,4,6,0,1345,1515,0,5632,0,15,2.41,1,130
4231135,2,1,0,1,0,1,1,1,1,5,6,0,1530,1720,0,5624,0,15,3.85,1,150
4231135,2,1,0,1,0,1,1,1,1,6,9,0,1730,2700,1,5625,0,10,1.84,1,610
4231182,2,4,0,3,0,0,0,0,3,1,9,0,300,2700,1,5611,,0,,1,1440
4231182,2,4,0,3,0,0,1,0,3,1,9,0,300,2700,1,5611,,0,,1,1440
4231553,2,3,1,1,2,1,1,1,1,1,9,0,300,755,1,5632,,0,,1,295
4231553,2,3,1,1,2,1,1,1,1,2,0,0,810,1715,0,5652,0,15,7.63,1,545
4231553,2,3,1,1,2,1,1,1,1,3,9,0,1740,1900,1,5632,0,25,7.63,1,120
4231553,2,3,1,1,2,1,1,1,1,4,7,0,1915,2020,0,5611,3,15,5.45,1,65
4231553,2,3,1,1,2,1,1,1,1,5,7,0,2025,2110,0,5616,3,5,2.5,1,85
4231553,2,3,1,1,2,1,1,1,1,6,6,0,2115,2200,0,5652,3,5,1.85,1,85
4231553,2,3,1,1,2,1,1,1,1,7,9,0,2215,2700,1,5632,3,15,7.63,1,325
4231553,2,3,1,1,2,1,0,2,1,1,9,0,300,930,1,5632,,0,,1,390
4231553,2,3,1,1,2,1,0,2,1,2,0,0,935,1810,0,5691,1,5,5.61,1,555
4231553,2,3,1,1,2,1,0,2,1,3,9,0,1815,1900,1,5632,1,5,5.61,1,85
4231553,2,3,1,1,2,1,0,2,1,4,7,0,1915,2020,0,5611,0,15,5.45,1,65
4231553,2,3,1,1,2,1,0,2,1,5,7,0,2025,2110,0,5616,0,5,2.5,1,85
4231553,2,3,1,1,2,1,0,2,1,6,6,0,2115,2200,0,5652,0,5,1.85,1,85
4231553,2,3,1,1,2,1,0,2,1,7,9,0,2215,2700,1,5632,0,15,7.63,1,325
4233120,2,3,1,0,1,2,0,2,0,1,9,0,300,730,1,5658,,0,,1,270
4233120,2,3,1,0,1,2,0,2,0,2,0,0,735,740,0,5657,0,5,3.71,1,5
4233120,2,3,1,0,1,2,0,2,0,3,1,0,840,1625,0,5657,0,60,,1,505
4233120,2,3,1,0,1,2,0,2,0,4,6,0,1742,1745,0,5666,0,77,,1,3
4233120,2,3,1,0,1,2,0,2,0,5,9,0,1810,1830,1,5658,0,25,18.02,1,20
4233120,2,3,1,0,1,2,0,2,0,6,6,0,1910,1920,0,5625,0,40,7.74,1,10
4233120,2,3,1,0,1,2,0,2,0,7,9,0,1930,2700,1,5658,0,10,7.74,1,490
4233120,2,3,1,0,1,2,1,2,0,1,9,0,300,745,1,5658,,0,,1,285
4233120,2,3,1,0,1,2,1,2,0,2,2,0,805,820,0,5666,0,20,18.02,1,15
4233120,2,3,1,0,1,2,1,2,0,3,0,0,841,1732,0,5611,0,21,6.96,1,571
4233120,2,3,1,0,1,2,1,2,0,4,9,0,1758,2700,1,5658,0,26,7.06,1,582
4233165,2,1,3,0,0,1,0,2,0,1,9,0,300,750,1,5652,,0,,1,290
4233165,2,1,3,0,0,1,0,2,0,2,0,0,815,1600,0,5721,0,25,30.46,1,505
4233165,2,1,3,0,0,1,0,2,0,3,9,0,1621,2700,1,5652,0,21,30.46,1,679
4234156,2,3,2,0,0,2,0,2,0,1,9,0,300,945,1,6621,,0,,1,405
4234156,2,3,2,0,0,2,0,2,0,2,4,0,950,1030,0,6621,0,5,0,1,80
4234156,2,3,2,0,0,2,0,2,0,3,9,0,1035,1102,1,6621,0,5,0,1,67
4234156,2,3,2,0,0,2,0,2,0,4,0,0,1155,2000,0,5612,0,53,57.37,1,525
4234156,2,3,2,0,0,2,0,2,0,5,9,0,2100,2105,1,6621,0,60,57.37,1,5
4234156,2,3,2,0,0,2,0,2,0,6,5,0,2111,2145,0,6624,3,6,4.28,1,34
4234156,2,3,2,0,0,2,0,2,0,7,9,0,2151,2700,1,6621,3,6,4.28,1,349
4234156,2,3,2,0,0,2,1,2,0,1,9,0,300,703,1,6621,,0,,1,243
4234156,2,3,2,0,0,2,1,2,0,2,0,0,758,1745,0,7324,0,55,84.15,1,627
4234156,2,3,2,0,0,2,1,2,0,3,9,0,1840,2105,1,6621,0,55,84.15,1,185
4234156,2,3,2,0,0,2,1,2,0,4,5,0,2111,2145,0,6624,0,6,4.28,1,34
4234156,2,3,2,0,0,2,1,2,0,5,9,0,2151,2700,1,6621,0,6,4.28,1,349
4235170,2,3,3,1,0,1,1,1,1,1,9,0,300,815,1,5612,,0,,1,315
4235170,2,3,3,1,0,1,1,1,1,2,0,0,835,1700,0,5612,3,20,,1,545
4235170,2,3,3,1,0,1,1,1,1,3,9,0,1725,2700,1,5612,3,25,,1,615
4235170,2,3,3,1,0,1,0,2,1,1,9,0,300,815,1,5612,,0,,1,315
4235170,2,3,3,1,0,1,0,2,1,2,0,0,845,1650,0,5657,0,30,6.55,1,485
4235170,2,3,3,1,0,1,0,2,1,3,9,0,1725,2700,1,5612,0,35,6.55,1,615
4236105,2,3,3,1,1,2,0,2,1,1,9,0,300,730,1,5731,,0,,1,270
4236105,2,3,3,1,1,2,0,2,1,2,0,0,800,1110,0,5616,0,30,12.37,1,190
4236105,2,3,3,1,1,2,0,2,1,3,5,0,1135,1230,0,5554,0,25,12.11,1,95
4236105,2,3,3,1,1,2,0,2,1,4,0,0,1255,1845,0,5616,0,25,12.11,1,390
4236105,2,3,3,1,1,2,0,2,1,5,9,0,1915,2700,1,5731,0,30,12.37,1,505
4236105,2,3,3,1,1,2,1,1,0,1,9,0,300,745,1,5731,,0,,1,285
4236105,2,3,3,1,1,2,1,1,0,2,2,0,750,800,0,5731,0,5,0,1,50
4236105,2,3,3,1,1,2,1,1,0,3,0,0,835,1710,0,5501,0,35,21.66,1,555
4236105,2,3,3,1,1,2,1,1,0,4,2,0,1745,1800,0,5731,0,35,21.66,1,55
4236105,2,3,3,1,1,2,1,1,0,5,9,0,1805,2700,1,5731,0,5,0,1,575
4236120,2,3,3,1,1,1,0,2,1,1,9,0,300,810,1,6049,,0,,1,310
4236120,2,3,3,1,1,1,0,2,1,2,0,0,820,1700,0,6041,1,10,2.62,1,560
4236120,2,3,3,1,1,1,0,2,1,3,9,0,1710,1815,1,6049,1,10,2.62,1,65
4236120,2,3,3,1,1,1,0,2,1,4,7,0,1922,1923,0,6041,1,67,2.62,1,1
4236120,2,3,3,1,1,1,0,2,1,5,9,0,2030,2700,1,6049,1,67,2.62,1,430
4236120,2,3,3,1,1,1,1,1,1,1,9,0,300,640,1,6049,,0,,1,220
4236120,2,3,3,1,1,1,1,1,1,2,0,0,735,1615,0,5612,2,55,58.13,1,560
4236120,2,3,3,1,1,1,1,1,1,3,9,0,1730,1731,1,6049,2,75,58.13,1,1
4236120,2,3,3,1,1,1,1,1,1,4,2,0,1745,1915,0,6077,0,14,8.2,1,130
4236120,2,3,3,1,1,1,1,1,1,5,9,0,1930,2700,1,6049,0,15,8.2,1,490
4236149,2,4,1,4,0,0,0,0,4,1,9,0,300,2700,1,5611,,0,,1,1440
4236149,2,4,1,4,0,0,1,0,4,1,9,0,300,2700,1,5611,,0,,1,1440
4236160,2,3,3,1,0,1,0,2,1,1,9,0,300,800,1,5508,,0,,1,300
4236160,2,3,3,1,0,1,0,2,1,2,0,0,820,1230,0,5652,1,20,4.56,1,250
4236160,2,3,3,1,0,1,0,2,1,3,3,0,1240,1715,0,5652,1,10,0,1,315
4236160,2,3,3,1,0,1,0,2,1,4,9,0,1740,2700,1,5508,1,25,4.56,1,600
4236160,2,3,3,1,0,1,1,1,1,1,9,0,300,2700,1,5508,,0,,1,1440
4237135,2,3,2,2,0,1,0,1,2,1,9,0,300,1200,1,5683,,0,,1,540
4237135,2,3,2,2,0,1,0,1,2,2,1,0,1245,1700,0,5711,0,45,38.95,1,295
4237135,2,3,2,2,0,1,0,1,2,3,9,0,1745,2700,1,5683,0,45,38.95,1,595
4237135,2,3,2,2,0,1,1,2,2,1,9,0,300,830,1,5683,,0,,1,330
4237135,2,3,2,2,0,1,1,2,2,2,0,0,900,1800,0,5611,2,30,13.76,1,540
4237135,2,3,2,2,0,1,1,2,2,3,9,0,1825,2700,1,5683,2,25,13.76,1,555
4237144,2,2,3,3,0,2,0,1,3,1,9,0,300,1430,1,5626,,0,,1,690
4237144,2,2,3,3,0,2,0,1,3,2,1,0,1450,1530,0,5616,0,20,6.72,1,80
4237144,2,2,3,3,0,2,0,1,3,3,1,0,1545,1630,0,5709,0,15,18.98,1,85
4237144,2,2,3,3,0,2,0,1,3,4,9,0,1650,1805,1,5626,0,20,22.51,1,115
4237144,2,2,3,3,0,2,0,1,3,5,7,0,1820,1830,0,5657,1,15,4.33,1,10
4237144,2,2,3,3,0,2,0,1,3,6,9,0,1900,2700,1,5626,1,30,4.33,1,480
4237144,2,2,3,3,0,2,1,0,2,1,9,0,300,700,1,5626,,0,,1,240
4237144,2,2,3,3,0,2,1,0,2,2,0,0,725,1400,0,5653,0,25,7.85,1,435
4237144,2,2,3,3,0,2,1,0,2,3,3,0,1415,1600,0,5611,0,15,4.73,1,145
4237144,2,2,3,3,0,2,1,0,2,4,9,0,1615,2700,1,5626,0,15,6.31,1,685
4239117,2,2,3,1,0,1,0,0,1,1,9,0,300,820,1,5591,,0,,1,320
4239117,2,2,3,1,0,1,0,0,1,2,2,0,840,841,0,5664,0,20,5.29,1,1
4239117,2,2,3,1,0,1,0,0,1,3,2,0,928,938,0,5631,0,47,9.13,1,10
4239117,2,2,3,1,0,1,0,0,1,4,2,0,950,1035,0,5664,0,12,9.13,1,85
4239117,2,2,3,1,0,1,0,0,1,5,2,0,1055,1056,0,5503,0,20,14.33,1,1
4239117,2,2,3,1,0,1,0,0,1,6,3,0,1105,1145,0,5652,0,9,4.98,1,40
4239117,2,2,3,1,0,1,0,0,1,7,9,0,1205,1410,1,5591,0,20,18.98,1,125
4239117,2,2,3,1,0,1,0,0,1,8,3,0,1412,1420,0,5591,0,2,0,1,8
4239117,2,2,3,1,0,1,0,0,1,9,3,0,1425,1430,0,5591,0,5,0,1,5
4239117,2,2,3,1,0,1,0,0,1,10,9,0,1436,1640,1,5591,0,6,0,1,124
4239117,2,2,3,1,0,1,0,0,1,11,2,0,1702,1705,0,5503,0,22,16.7,1,3
4239117,2,2,3,1,0,1,0,0,1,12,9,0,1725,2700,1,5591,0,20,16.7,1,615
4239117,2,2,3,1,0,1,1,2,1,1,9,0,300,820,1,5591,,0,,1,320
4239117,2,2,3,1,0,1,1,2,1,2,0,0,840,1035,0,5664,3,20,5.29,1,155
4239117,2,2,3,1,0,1,1,2,1,3,1,0,1055,1220,0,5503,3,20,14.33,1,125
4239117,2,2,3,1,0,1,1,2,1,4,1,0,1235,1335,0,5616,3,15,6.92,1,60
4239117,2,2,3,1,0,1,1,2,1,5,1,0,1355,1705,0,5503,3,20,6.92,1,230
4239117,2,2,3,1,0,1,1,2,1,6,9,0,1725,2700,1,5591,3,20,16.7,1,615
4239125,2,1,3,1,0,1,0,2,1,1,9,0,300,630,1,2406,,0,,1,210
4239125,2,1,3,1,0,1,0,2,1,2,1,0,900,930,0,5768,0,150,155.77,1,30
4239125,2,1,3,1,0,1,0,2,1,3,1,0,1005,1130,0,5611,0,35,34.57,1,85
4239125,2,1,3,1,0,1,0,2,1,4,1,0,1200,1515,0,5671,0,30,8.34,1,195
4239125,2,1,3,1,0,1,0,2,1,5,9,0,1705,2700,1,2406,0,110,119.84,1,635
4239139,2,4,0,2,0,1,0,0,2,1,9,0,300,1230,1,5622,,0,,1,570
4239139,2,4,0,2,0,1,0,0,2,2,4,0,1245,1345,0,5611,1,15,3.3,1,60
4239139,2,4,0,2,0,1,0,0,2,3,3,0,1400,1445,0,5622,1,15,3.3,1,45
4239139,2,4,0,2,0,1,0,0,2,4,5,0,1500,1540,0,5627,0,15,3.96,1,40
4239139,2,4,0,2,0,1,0,0,2,5,9,0,1555,2700,1,5622,0,15,3.96,1,705
4239139,2,4,0,2,0,1,1,0,2,1,9,0,300,1445,1,5622,,0,,1,705
4239139,2,4,0,2,0,1,1,0,2,2,5,0,1500,1540,0,5627,3,15,3.96,1,40
4239139,2,4,0,2,0,1,1,0,2,3,9,0,1555,2700,1,5622,3,15,3.96,1,705
4239152,2,4,1,4,0,0,1,0,4,1,9,0,300,1230,1,5644,,0,,1,570
4239152,2,4,1,4,0,0,1,0,4,2,7,0,1235,1630,0,5614,1,5,1.46,1,275
4239152,2,4,1,4,0,0,1,0,4,3,9,0,1635,2700,1,5644,1,5,1.46,1,665
4239152,2,4,1,4,0,0,0,0,4,1,9,0,300,1230,1,5644,,0,,1,570
4239152,2,4,1,4,0,0,0,0,4,2,7,0,1235,1630,0,5614,1,5,1.46,1,275
4239152,2,4,1,4,0,0,0,0,4,3,9,0,1635,2700,1,5644,1,5,1.46,1,665
4240121,2,2,3,2,0,2,0,0,2,1,9,0,300,1015,1,5504,,0,,1,435
4240121,2,2,3,2,0,2,0,0,2,2,3,0,1017,1032,0,5504,1,2,0,1,15
4240121,2,2,3,2,0,2,0,0,2,3,9,0,1034,2700,1,5504,1,2,0,1,1026
4240121,2,2,3,2,0,2,1,1,2,1,9,0,300,910,1,5504,,0,,1,370
4240121,2,2,3,2,0,2,1,1,2,2,0,0,932,1840,0,5642,0,22,11.52,1,548
4240121,2,2,3,2,0,2,1,1,2,3,9,0,1910,2700,1,5504,0,30,11.52,1,510
4240554,2,3,3,1,0,1,0,2,1,1,9,0,300,630,1,4651,,0,,1,210
4240554,2,3,3,1,0,1,0,2,1,2,8,0,640,641,0,4651,1,10,0,1,1
4240554,2,3,3,1,0,1,0,2,1,3,9,0,650,725,1,4651,1,9,0,1,75
4240554,2,3,3,1,0,1,0,2,1,4,0,0,755,1140,0,4611,0,30,12.64,1,265
4240554,2,3,3,1,0,1,0,2,1,5,1,0,1305,1715,0,3013,2,85,71.89,1,250
4240554,2,3,3,1,0,1,0,2,1,6,9,0,1925,2115,1,4651,2,130,83.16,1,150
4240554,2,3,3,1,0,1,0,2,1,7,8,0,2130,2131,0,4611,1,15,12.63,1,1
4240554,2,3,3,1,0,1,0,2,1,8,9,0,2145,2700,1,4651,1,14,12.63,1,355
4240554,2,3,3,1,0,1,1,2,1,1,9,0,300,730,1,4651,,0,,1,270
4240554,2,3,3,1,0,1,1,2,1,2,0,0,800,1430,0,4622,3,30,13.43,1,390
4240554,2,3,3,1,0,1,1,2,1,3,9,0,1545,1945,0,5657,0,75,91.85,1,240
4240554,2,3,3,1,0,1,1,2,1,4,9,0,2100,2700,1,4651,0,75,97.01,1,360
4241118,2,1,0,1,3,1,1,1,1,1,9,0,300,830,1,5641,,0,,1,330
4241118,2,1,0,1,3,1,1,1,1,2,0,0,840,1230,0,5611,0,10,3.56,1,270
4241118,2,1,0,1,3,1,1,1,1,3,9,0,1235,1600,1,5641,0,5,3.56,1,245
4241118,2,1,0,1,3,1,1,1,1,4,3,0,1610,1620,0,5611,1,10,3.27,1,10
4241118,2,1,0,1,3,1,1,1,1,5,9,0,1630,1700,1,5641,1,10,3.27,1,70
4241118,2,1,0,1,3,1,1,1,1,6,8,0,1723,1724,0,5611,1,23,3.27,1,1
4241118,2,1,0,1,3,1,1,1,1,7,9,0,1747,2000,1,5641,1,23,3.27,1,173
4241118,2,1,0,1,3,1,1,1,1,8,8,0,2023,2024,0,5611,1,23,3.27,1,1
4241118,2,1,0,1,3,1,1,1,1,9,9,0,2047,2200,1,5641,1,23,3.27,1,113
4241118,2,1,0,1,3,1,1,1,1,10,8,0,2223,2224,0,5611,1,23,3.27,1,1
4241118,2,1,0,1,3,1,1,1,1,11,9,0,2247,2700,1,5641,1,23,3.27,1,293
4241183,2,3,3,1,2,2,1,1,1,1,9,0,300,845,1,5403,,0,,1,345
4241183,2,3,3,1,2,2,1,1,1,2,0,0,915,1830,0,5403,0,30,,1,555
4241183,2,3,3,1,2,2,1,1,1,3,9,0,1900,2700,1,5403,0,30,,1,480
4241183,2,3,3,1,2,2,0,2,1,1,9,0,300,645,1,5403,,0,,1,225
4241183,2,3,3,1,2,2,0,2,1,2,0,0,715,1530,0,5612,0,30,31.5,1,495
4241183,2,3,3,1,2,2,0,2,1,3,9,0,1600,2700,1,5403,0,30,31.5,1,660
4243016,2,2,2,2,0,2,0,2,2,1,9,0,300,700,1,5685,,0,,1,240
4243016,2,2,2,2,0,2,0,2,2,2,1,0,800,830,0,5611,0,60,14.45,1,30
4243016,2,2,2,2,0,2,0,2,2,3,1,0,900,930,0,5611,0,30,0,1,30
4243016,2,2,2,2,0,2,0,2,2,4,1,0,945,1030,0,5611,0,15,0,1,85
4243016,2,2,2,2,0,2,0,2,2,5,1,0,1100,1330,0,5611,0,30,0,1,150
4243016,2,2,2,2,0,2,0,2,2,6,1,0,1400,1520,0,5581,0,30,7.79,1,80
4243016,2,2,2,2,0,2,0,2,2,7,9,0,1600,2700,1,5685,0,40,17.06,1,660
4243016,2,2,2,2,0,2,1,0,2,1,9,0,300,1030,1,5685,,0,,1,450
4243016,2,2,2,2,0,2,1,0,2,2,3,0,1035,1215,0,5683,0,5,2,1,140
4243016,2,2,2,2,0,2,1,0,2,3,9,0,1220,2700,1,5685,0,5,2,1,920
4244141,2,2,3,1,0,2,0,2,1,1,9,0,300,805,1,4834,,0,,1,305
4244141,2,2,3,1,0,2,0,2,1,2,0,0,845,1230,0,5022,0,40,26.76,1,265
4244141,2,2,3,1,0,2,0,2,1,3,1,0,1305,1800,0,5611,0,35,35.08,1,335
4244141,2,2,3,1,0,2,0,2,1,4,9,0,1900,2700,1,4834,0,60,58.27,1,480
4244141,2,2,3,1,0,2,1,0,1,1,9,0,300,2700,1,4834,,0,,1,1440
4244143,2,3,3,1,1,1,0,2,1,1,9,0,300,630,1,5626,,0,,1,210
4244143,2,3,3,1,1,1,0,2,1,2,0,0,645,1535,0,5652,0,15,5.94,1,570
4244143,2,3,3,1,1,1,0,2,1,3,9,0,1600,1700,1,5626,0,25,5.94,1,60
4244143,2,3,3,1,1,1,0,2,1,4,2,0,1715,1900,0,5611,0,15,6.31,1,145
4244143,2,3,3,1,1,1,0,2,1,5,9,0,1910,2700,1,5626,0,10,6.31,1,510
4244143,2,3,3,1,1,1,1,1,0,1,9,0,300,835,1,5626,,0,,1,335
4244143,2,3,3,1,1,1,1,1,0,2,2,0,840,841,0,5626,1,5,0,1,1
4244143,2,3,3,1,1,1,1,1,0,3,0,0,845,1155,0,5626,1,4,0,1,190
4244143,2,3,3,1,1,1,1,1,0,4,2,0,1200,1205,0,5626,1,5,0,1,5
4244143,2,3,3,1,1,1,1,1,0,5,0,0,1210,1305,0,5626,1,5,0,1,95
4244143,2,3,3,1,1,1,1,1,0,6,2,0,1310,1311,0,5626,1,5,0,1,1
4244143,2,3,3,1,1,1,1,1,0,7,0,0,1315,1510,0,5626,1,4,0,1,155
4244143,2,3,3,1,1,1,1,1,0,8,2,0,1515,1520,0,5626,1,5,0,1,5
4244143,2,3,3,1,1,1,1,1,0,9,9,0,1525,1700,1,5626,1,5,0,1,135
4244143,2,3,3,1,1,1,1,1,0,10,2,0,1715,1900,0,5611,3,15,6.31,1,145
4244143,2,3,3,1,1,1,1,1,0,11,9,0,1910,2700,1,5626,3,10,6.31,1,510
4244153,2,3,3,1,0,2,1,1,1,1,9,0,300,1130,1,5627,,0,,1,510
4244153,2,3,3,1,0,2,1,1,1,2,4,0,1145,1300,0,5625,0,15,3.24,1,115
4244153,2,3,3,1,0,2,1,1,1,3,9,0,1315,1415,1,5627,0,15,3.24,1,60
4244153,2,3,3,1,0,2,1,1,1,4,0,0,1450,1900,0,5505,0,35,12.55,1,290
4244153,2,3,3,1,0,2,1,1,1,5,9,0,1930,2050,1,5627,0,30,12.55,1,80
4244153,2,3,3,1,0,2,1,1,1,6,7,0,2100,2215,0,5627,1,10,0,1,75
4244153,2,3,3,1,0,2,1,1,1,7,9,0,2225,2700,1,5627,1,10,0,1,315
4244153,2,3,3,1,0,2,0,2,1,1,9,0,300,800,1,5627,,0,,1,300
4244153,2,3,3,1,0,2,0,2,1,2,0,0,830,1800,0,5405,0,30,29.41,1,610
4244153,2,3,3,1,0,2,0,2,1,3,9,0,1830,1930,1,5627,0,30,29.41,1,60
4244153,2,3,3,1,0,2,0,2,1,4,7,0,2000,2230,0,5501,0,30,11.26,1,150
4244153,2,3,3,1,0,2,0,2,1,5,9,0,2250,2700,1,5627,0,20,11.26,1,290
4246119,2,0,0,4,0,0,1,0,4,1,9,0,300,2700,1,5611,,0,,1,1440
4247015,2,0,0,0,0,0,1,0,0,1,9,0,300,1440,1,5643,,0,,1,700
4247015,2,0,0,0,0,0,1,0,0,2,3,0,1442,1500,0,5645,1,2,0.71,1,58
4247015,2,0,0,0,0,0,1,0,0,3,9,0,1502,2700,1,5643,1,2,0.71,1,758
4247130,2,2,3,1,2,2,0,2,1,1,9,0,300,831,1,5756,,0,,1,331
4247130,2,2,3,1,2,2,0,2,1,2,8,0,845,846,0,5756,1,14,0,1,1
4247130,2,2,3,1,2,2,0,2,1,3,9,0,900,910,1,5756,1,14,0,1,10
4247130,2,2,3,1,2,2,0,2,1,4,0,0,944,1518,0,5611,2,34,27.55,1,374
4247130,2,2,3,1,2,2,0,2,1,5,9,0,1600,2700,1,5756,2,42,27.55,1,660
4247130,2,2,3,1,2,2,1,0,1,1,9,0,300,1315,1,5756,,0,,1,615
4247130,2,2,3,1,2,2,1,0,1,2,3,0,1330,1545,0,5751,0,15,3.38,1,135
4247130,2,2,3,1,2,2,1,0,1,3,9,0,1600,1615,1,5756,0,15,3.38,1,15
4247130,2,2,3,1,2,2,1,0,1,4,8,0,1630,1631,0,5756,1,15,0,1,1
4247130,2,2,3,1,2,2,1,0,1,5,9,0,1700,2700,1,5756,1,29,0,1,600
4247134,2,0,3,3,0,1,1,0,3,1,9,0,300,1300,1,5641,,0,,1,600
4247134,2,0,3,3,0,1,1,0,3,2,5,0,1305,1345,0,5611,1,5,3.27,1,40
4247134,2,0,3,3,0,1,1,0,3,3,3,0,1352,1400,0,5611,1,7,0,1,48
4247134,2,0,3,3,0,1,1,0,3,4,9,0,1407,1430,1,5641,1,7,3.27,1,23
4247134,2,0,3,3,0,1,1,0,3,5,4,0,1445,1701,0,5611,0,15,3.56,1,176
4247134,2,0,3,3,0,1,1,0,3,6,6,0,1735,1937,0,5662,0,34,5.14,1,122
4247134,2,0,3,3,0,1,1,0,3,7,7,0,1955,2217,0,5694,0,18,14.32,1,182
4247134,2,0,3,3,0,1,1,0,3,8,9,0,2235,2700,1,5641,0,18,10.9,1,305
4248125,2,4,1,3,0,0,0,0,3,1,9,0,300,1330,1,5625,,0,,1,630
4248125,2,4,1,3,0,0,0,0,3,2,3,0,1340,1450,0,5625,1,10,0,1,70
4248125,2,4,1,3,0,0,0,0,3,3,9,0,1500,2700,1,5625,1,10,0,1,720
4248125,2,4,1,3,0,0,1,0,3,1,9,0,300,1330,1,5625,,0,,1,630
4248125,2,4,1,3,0,0,1,0,3,2,3,0,1340,1450,0,5625,1,10,0,1,70
4248125,2,4,1,3,0,0,1,0,3,3,9,0,1500,2700,1,5625,1,10,0,1,720
4249122,2,4,1,3,0,1,0,0,3,1,9,0,300,1300,1,5506,,0,,1,600
4249122,2,4,1,3,0,1,0,0,3,2,5,0,1330,1530,0,5611,0,30,8.55,1,120
4249122,2,4,1,3,0,1,0,0,3,3,9,0,1600,2700,1,5506,0,30,8.55,1,660
4249122,2,4,1,3,0,1,1,0,3,1,9,0,300,1300,1,5506,,0,,1,600
4249122,2,4,1,3,0,1,1,0,3,2,5,0,1330,1530,0,5611,3,30,8.55,1,120
4249122,2,4,1,3,0,1,1,0,3,3,9,0,1600,2700,1,5506,3,30,8.55,1,660
4249136,2,3,3,2,0,1,0,2,2,1,9,0,300,745,1,5612,,0,,1,285
4249136,2,3,3,2,0,1,0,2,2,2,0,0,755,1730,0,5616,1,10,1.88,1,615
4249136,2,3,3,2,0,1,0,2,2,3,9,0,1740,1930,1,5612,1,10,1.88,1,150
