AgentID,Hhid,Day,Comp,SEC,Age,Child,Ncars,Gend,Wstat,AgeP,Actnr,Atype,With,BT,StartTime,ET,EndTIme,Home,PPC,Mode,TravTime,TravDist,Eindhoven,Dur
45180060,4518006,5,0,0,1,0,1,0,0,1,1,9,0,300,180,730,468,1,5625,,0,,1,270
45180071,4518007,5,1,3,1,0,1,1,2,1,1,9,0,300,180,600,360,1,5616,,0,,1,180
45181681,4518168,5,0,0,3,0,0,1,0,3,1,9,0,300,180,1315,804,1,5612,,0,,1,615
45205550,4520555,5,3,3,1,2,1,0,2,1,1,9,0,300,180,705,428,1,5464,,0,,1,245
45205551,4520555,5,3,3,1,2,1,1,1,1,1,9,0,300,180,2700,1620,1,5464,,0,,1,1440
45220131,4522013,5,0,0,2,0,0,1,0,2,1,9,0,300,180,1510,916,1,5622,,0,,1,730
45221311,4522131,5,4,2,2,0,1,1,0,2,1,9,0,300,180,1730,1068,1,5611,,0,,1,870
45221310,4522131,5,4,2,2,0,1,0,0,2,1,9,0,300,180,1030,648,1,5611,,0,,1,450
45231261,4523126,5,3,1,1,0,2,1,1,1,1,9,0,300,180,2700,1620,1,5709,,0,,1,1440
45231260,4523126,5,3,1,1,0,2,0,2,1,1,9,0,300,180,630,408,1,5709,,0,,1,210
45241300,4524130,5,4,0,4,0,1,0,0,4,1,9,0,300,180,2700,1620,1,5611,,0,,1,1440
45241301,4524130,5,4,0,4,0,1,1,0,3,1,9,0,300,180,2700,1620,1,5611,,0,,1,1440
45255510,4525551,5,2,3,1,1,2,0,2,1,1,9,0,300,180,700,420,1,6035,,0,,1,240
45255511,4525551,5,2,3,1,1,2,1,0,1,1,9,0,300,180,1110,676,1,6035,,0,,1,490
45271501,4527150,5,0,0,2,0,1,1,0,2,1,9,0,300,180,1230,768,1,5644,,0,,1,570
45281241,4528124,5,3,1,0,1,1,1,2,0,1,9,0,300,180,825,520,1,5655,,0,,1,325
45281240,4528124,5,3,1,0,1,1,0,2,0,1,9,0,300,180,1030,648,1,5655,,0,,1,450
45301220,4530122,5,3,3,1,1,2,0,2,1,1,9,0,300,180,930,588,1,5708,,0,,1,390
45301221,4530122,5,3,3,1,1,2,1,2,1,1,9,0,300,180,800,480,1,5708,,0,,1,300
45301310,4530131,5,3,1,1,2,2,0,2,1,1,9,0,300,180,730,468,1,6245,,0,,1,270
45301311,4530131,5,3,1,1,2,2,1,1,1,1,9,0,300,180,1600,960,1,6245,,0,,1,780
45311230,4531123,5,2,3,1,2,1,0,2,1,1,9,0,300,180,930,588,1,5509,,0,,1,390
45311231,4531123,5,2,3,1,2,1,1,0,1,1,9,0,300,180,1045,672,1,5509,,0,,1,465
45311740,4531174,5,2,3,1,0,0,0,2,1,1,9,0,300,180,815,504,1,5653,,0,,1,315
45311741,4531174,5,2,3,1,0,0,1,0,1,1,9,0,300,180,2700,1620,1,5653,,0,,1,1440
45315510,4531551,5,0,0,2,0,1,0,0,2,1,9,0,300,180,840,544,1,5654,,0,,1,340
45315520,4531552,5,2,3,2,0,2,0,2,2,1,9,0,300,180,645,432,1,5513,,0,,1,225
45315521,4531552,5,2,3,2,0,2,1,0,1,1,9,0,300,180,1200,720,1,5513,,0,,1,540
45325540,4532554,5,3,3,0,0,2,0,2,0,1,9,0,300,180,705,428,1,8556,,0,,1,245
45325541,4532554,5,3,3,0,0,2,1,2,0,1,9,0,300,180,1030,648,1,8556,,0,,1,450
45331410,4533141,5,3,2,1,0,2,0,2,1,1,9,0,300,180,1100,660,1,5707,,0,,1,480
45331411,4533141,5,3,2,1,0,2,1,2,1,1,9,0,300,180,800,480,1,5707,,0,,1,300
45335551,4533555,5,3,2,2,0,1,1,1,2,1,9,0,300,180,1015,624,1,5642,,0,,1,435
45335550,4533555,5,3,2,2,0,1,0,2,2,1,9,0,300,180,1310,796,1,5642,,0,,1,610
45341391,4534139,5,3,3,2,0,2,1,1,2,1,9,0,300,180,1450,920,1,6861,,0,,1,710
45341390,4534139,5,3,3,2,0,2,0,1,1,1,9,0,300,180,810,496,1,6861,,0,,1,310
45341771,4534177,5,0,0,1,0,1,1,0,1,1,9,0,300,180,1515,924,1,5611,,0,,1,735
45351570,4535157,5,1,0,0,0,0,0,1,0,1,9,0,300,180,1045,672,1,5642,,0,,1,465
45355541,4535554,5,2,3,1,0,2,1,0,1,1,9,0,300,180,1430,888,1,4924,,0,,1,690
45355540,4535554,5,2,3,1,0,2,0,2,1,1,9,0,300,180,715,444,1,4924,,0,,1,255
45360320,4536032,5,3,3,1,0,1,0,2,1,1,9,0,300,180,705,428,1,3981,,0,,1,245
45360321,4536032,5,3,3,1,0,1,1,2,1,1,9,0,300,180,1115,684,1,3981,,0,,1,495
45361550,4536155,5,3,1,0,0,2,0,2,0,1,9,0,300,180,745,492,1,5571,,0,,1,285
45361551,4536155,5,3,1,0,0,2,1,1,0,1,9,0,300,180,720,452,1,5571,,0,,1,260
45381131,4538113,5,0,0,4,0,0,1,0,4,1,9,0,300,180,2700,1620,1,5611,,0,,1,1440
45401631,4540163,5,1,0,1,0,1,1,1,1,1,9,0,300,180,830,528,1,6212,,0,,1,330
45401640,4540164,5,3,3,1,1,2,0,2,1,1,9,0,300,180,800,480,1,5612,,0,,1,300
45401641,4540164,5,3,3,1,1,2,1,1,0,1,9,0,300,180,750,500,1,5612,,0,,1,290
45411290,4541129,5,3,2,1,2,1,0,2,1,1,9,0,300,180,815,504,1,3824,,0,,1,315
45411291,4541129,5,3,2,1,2,1,1,1,1,1,9,0,300,180,650,440,1,3824,,0,,1,230
45411531,4541153,5,3,3,1,0,1,1,1,1,1,9,0,300,180,2700,1620,1,5644,,0,,1,1440
45411530,4541153,5,3,3,1,0,1,0,1,1,1,9,0,300,180,750,500,1,5644,,0,,1,290
45411560,4541156,5,4,3,4,0,2,0,0,4,1,9,0,300,180,2700,1620,1,5644,,0,,1,1440
45411561,4541156,5,4,3,4,0,2,1,0,4,1,9,0,300,180,1000,600,1,5644,,0,,1,420
45421350,4542135,5,3,2,2,0,2,0,2,2,1,9,0,300,180,715,444,1,5554,,0,,1,255
45421351,4542135,5,3,2,2,0,2,1,1,2,1,9,0,300,180,1215,744,1,5554,,0,,1,555
45421630,4542163,5,3,2,1,2,2,0,2,1,1,9,0,300,180,710,436,1,5551,,0,,1,250
45421631,4542163,5,3,2,1,2,2,1,1,1,1,9,0,300,180,815,504,1,5551,,0,,1,315
45432390,4543239,5,2,3,2,0,2,0,2,2,1,9,0,300,180,1230,768,1,6096,,0,,1,570
45432391,4543239,5,2,3,2,0,2,1,0,1,1,9,0,300,180,2700,1620,1,6096,,0,,1,1440
45451090,4545109,5,4,1,2,0,1,0,0,2,1,9,0,300,180,1000,600,1,5628,,0,,1,420
45451091,4545109,5,4,1,2,0,1,1,0,2,1,9,0,300,180,1000,600,1,5628,,0,,1,420
45451181,4545118,5,1,2,1,3,1,1,2,1,1,9,0,300,180,820,512,1,5612,,0,,1,320
45451400,4545140,5,4,2,3,0,0,0,0,3,1,9,0,300,180,825,520,1,5628,,0,,1,325
45451401,4545140,5,4,2,3,0,0,1,0,2,1,9,0,300,180,815,504,1,5628,,0,,1,315
45452260,4545226,5,3,3,1,0,1,0,2,1,1,9,0,300,180,635,416,1,6051,,0,,1,215
45452261,4545226,5,3,3,1,0,1,1,2,1,1,9,0,300,180,800,480,1,6051,,0,,1,300
45461191,4546119,5,1,2,0,0,1,1,2,0,1,9,0,300,180,750,500,1,2511,,0,,1,290
45471131,4547113,5,0,1,3,0,1,1,0,3,1,9,0,300,180,815,504,1,5631,,0,,1,315
45471271,4547127,5,1,1,0,0,1,1,1,0,1,9,0,300,180,730,468,1,2324,,0,,1,270
45472350,4547235,5,2,3,1,2,2,0,2,1,1,9,0,300,180,700,420,1,1335,,0,,1,240
45472351,4547235,5,2,3,1,2,2,1,0,1,1,9,0,300,180,1000,600,1,1335,,0,,1,420
45501040,4550104,5,1,0,1,0,1,0,2,1,1,9,0,300,180,1800,1080,1,5622,,0,,1,900
45511560,4551156,5,1,3,1,0,1,0,2,1,1,9,0,300,180,815,504,1,5654,,0,,1,315
46011770,4601177,6,2,1,1,0,1,0,2,1,1,9,0,300,180,1130,708,1,5621,,0,,1,510
46011771,4601177,6,2,1,1,0,1,1,0,1,1,9,0,300,180,1400,840,1,5621,,0,,1,660
46021180,4602118,6,4,3,2,0,1,0,0,2,1,9,0,300,180,1730,1068,1,5623,,0,,1,870
46021181,4602118,6,4,3,2,0,1,1,0,2,1,9,0,300,180,1730,1068,1,5623,,0,,1,870
46021700,4602170,6,2,3,1,2,1,0,2,1,1,9,0,300,180,800,480,1,5644,,0,,1,300
46021701,4602170,6,2,3,1,2,1,1,0,1,1,9,0,300,180,1115,684,1,5644,,0,,1,495
46041080,4604108,6,3,3,1,1,2,0,2,1,1,9,0,300,180,845,552,1,6003,,0,,1,345
46041081,4604108,6,3,3,1,1,2,1,1,1,1,9,0,300,180,815,504,1,6003,,0,,1,315
46061480,4606148,6,4,1,2,0,2,0,0,2,1,9,0,300,180,930,588,1,5916,,0,,1,390
46061481,4606148,6,4,1,2,0,2,1,0,2,1,9,0,300,180,930,588,1,5916,,0,,1,390
46071030,4607103,6,1,1,1,0,1,0,2,1,1,9,0,300,180,745,492,1,5627,,0,,1,285
46071231,4607123,6,0,0,3,0,0,1,0,3,1,9,0,300,180,2700,1620,1,5611,,0,,1,1440
46071760,4607176,6,2,3,0,1,1,0,2,0,1,9,0,300,180,1425,880,1,5629,,0,,1,685
46071761,4607176,6,2,3,0,1,1,1,0,0,1,9,0,300,180,1355,868,1,5629,,0,,1,655
46071840,4607184,6,4,1,4,0,1,0,0,4,1,9,0,300,180,1202,723,1,5623,,0,,1,542
46071841,4607184,6,4,1,4,0,1,1,0,4,1,9,0,300,180,1202,723,1,5623,,0,,1,542
46081300,4608130,6,1,0,1,0,0,0,2,1,1,9,0,300,180,1130,708,1,1055,,0,,1,510
46081871,4608187,6,3,3,0,0,1,1,2,0,1,9,0,300,180,1300,780,1,5629,,0,,1,600
46081870,4608187,6,3,3,0,0,1,0,2,0,1,9,0,300,180,1100,660,1,5629,,0,,1,480
46091120,4609112,6,2,3,1,2,1,0,2,1,1,9,0,300,180,755,508,1,5629,,0,,1,295
46091121,4609112,6,2,3,1,2,1,1,0,1,1,9,0,300,180,1105,668,1,5629,,0,,1,485
46111151,4611115,6,3,2,1,0,0,1,1,1,1,9,0,300,180,1030,648,1,5646,,0,,1,450
46111150,4611115,6,3,2,1,0,0,0,2,1,1,9,0,300,180,1030,648,1,5646,,0,,1,450
46111241,4611124,6,4,3,1,0,2,1,0,1,1,9,0,300,180,630,408,1,5631,,0,,1,210
46111240,4611124,6,4,3,1,0,2,0,0,1,1,9,0,300,180,500,300,1,5631,,0,,1,120
46111550,4611155,6,2,1,1,2,1,0,2,1,1,9,0,300,180,830,528,1,5615,,0,,1,330
46111551,4611155,6,2,1,1,2,1,1,0,1,1,9,0,300,180,830,528,1,5615,,0,,1,330
46111800,4611180,6,3,3,1,2,2,0,2,1,1,9,0,300,180,945,612,1,5626,,0,,1,405
46111801,4611180,6,3,3,1,2,2,1,1,1,1,9,0,300,180,945,612,1,5626,,0,,1,405
46141030,4614103,6,3,3,1,2,1,0,2,1,1,9,0,300,180,1000,600,1,5704,,0,,1,420
46141031,4614103,6,3,3,1,2,1,1,1,1,1,9,0,300,180,2700,1620,1,5704,,0,,1,1440
46160070,4616007,6,2,1,1,1,1,0,2,1,1,9,0,300,180,1100,660,1,5621,,0,,1,480
46160071,4616007,6,2,1,1,1,1,1,0,0,1,9,0,300,180,1100,660,1,5621,,0,,1,480
46181581,4618158,6,0,0,4,0,1,1,0,4,1,9,0,300,180,2700,1620,1,5611,,0,,1,1440
46190131,4619013,6,0,0,2,0,0,1,0,2,1,9,0,300,180,1100,660,1,5621,,0,,1,480
46191651,4619165,6,1,0,0,0,1,1,2,0,1,9,0,300,180,800,480,1,5662,,0,,1,300
46201421,4620142,6,0,0,4,0,0,1,0,4,1,9,0,300,180,1500,900,1,5611,,0,,1,720
46231060,4623106,6,4,3,2,0,1,0,0,2,1,9,0,300,180,805,488,1,3331,,0,,1,305
46231061,4623106,6,4,3,2,0,1,1,0,1,1,9,0,300,180,805,488,1,3331,,0,,1,305
46240131,4624013,6,0,1,3,0,1,1,0,3,1,9,0,300,180,1100,660,1,5611,,0,,1,480
46241070,4624107,6,3,3,0,1,2,0,2,0,1,9,0,300,180,1030,648,1,5513,,0,,1,450
46241071,4624107,6,3,3,0,1,2,1,1,0,1,9,0,300,180,700,420,1,5513,,0,,1,240
46241550,4624155,6,4,1,4,0,1,0,0,4,1,9,0,300,180,900,540,1,5654,,0,,1,360
46241551,4624155,6,4,1,4,0,1,1,0,4,1,9,0,300,180,2700,1620,1,5654,,0,,1,1440
46241640,4624164,6,4,1,3,0,1,0,0,3,1,9,0,300,180,1100,660,1,5632,,0,,1,480
46241641,4624164,6,4,1,3,0,1,1,0,2,1,9,0,300,180,1100,660,1,5632,,0,,1,480
46251360,4625136,6,3,3,0,0,1,0,2,0,1,9,0,300,180,1200,720,1,5614,,0,,1,540
46251361,4625136,6,3,3,0,0,1,1,2,0,1,9,0,300,180,1500,900,1,5614,,0,,1,720
46260130,4626013,6,2,2,1,2,1,0,2,1,1,9,0,300,180,930,588,1,5614,,0,,1,390
46260131,4626013,6,2,2,1,2,1,1,0,1,1,9,0,300,180,915,564,1,5614,,0,,1,375
46270100,4627010,6,3,3,1,2,2,0,2,1,1,9,0,300,180,1420,872,1,5627,,0,,1,680
46270101,4627010,6,3,3,1,2,2,1,2,1,1,9,0,300,180,1420,872,1,5627,,0,,1,680
46311401,4631140,6,1,1,2,0,2,1,2,2,1,9,0,300,180,1100,660,1,5671,,0,,1,480
46311460,4631146,6,3,3,2,0,2,0,2,1,1,9,0,300,180,900,540,1,5721,,0,,1,360
46311461,4631146,6,3,3,2,0,2,1,1,2,1,9,0,300,180,1030,648,1,5721,,0,,1,450
46321320,4632132,6,3,1,1,0,1,0,1,1,1,9,0,300,180,900,540,1,5991,,0,,1,360
46321321,4632132,6,3,1,1,0,1,1,1,1,1,9,0,300,180,900,540,1,5991,,0,,1,360
46331010,4633101,6,4,0,2,0,1,0,0,2,1,9,0,300,180,1900,1140,1,5654,,0,,1,960
46331011,4633101,6,4,0,2,0,1,1,0,2,1,9,0,300,180,1245,792,1,5654,,0,,1,585
46331690,4633169,6,3,2,0,0,1,0,2,0,1,9,0,300,180,1155,748,1,5658,,0,,1,535
46331691,4633169,6,3,2,0,0,1,1,1,0,1,9,0,300,180,1155,748,1,5658,,0,,1,535
46341520,4634152,6,1,0,0,0,1,0,2,0,1,9,0,300,180,1045,672,1,5632,,0,,1,465
46351771,4635177,6,3,1,0,0,2,1,2,0,1,9,0,300,180,1330,828,1,5508,,0,,1,630
46351770,4635177,6,3,1,0,0,2,0,2,0,1,9,0,300,180,1130,708,1,5508,,0,,1,510
46391780,4639178,6,4,0,4,0,1,0,0,4,1,9,0,300,180,830,528,1,5615,,0,,1,330
46391781,4639178,6,4,0,4,0,1,1,0,3,1,9,0,300,180,830,528,1,5615,,0,,1,330
46401781,4640178,6,4,2,2,0,1,1,0,2,1,9,0,300,180,1419,870,1,5613,,0,,1,679
46401780,4640178,6,4,2,2,0,1,0,0,2,1,9,0,300,180,830,528,1,5613,,0,,1,330
46421381,4642138,6,3,3,1,2,2,1,1,1,1,9,0,300,180,815,504,1,5629,,0,,1,315
46421380,4642138,6,3,3,1,2,2,0,2,1,1,9,0,300,180,1030,648,1,5629,,0,,1,450
46441691,4644169,6,0,1,4,0,0,1,0,4,1,9,0,300,180,830,528,1,5622,,0,,1,330
46461180,4646118,6,0,1,3,0,0,0,0,3,1,9,0,300,180,2700,1620,1,5611,,0,,1,1440
46461720,4646172,6,3,3,1,3,0,0,2,1,1,9,0,300,180,1015,624,1,5611,,0,,1,435
46461721,4646172,6,3,3,1,3,0,1,2,1,1,9,0,300,180,1130,708,1,5611,,0,,1,510
46471150,4647115,6,2,3,1,1,2,0,2,1,1,9,0,300,180,2700,1620,1,5508,,0,,1,1440
46471151,4647115,6,2,3,1,1,2,1,0,1,1,9,0,300,180,955,628,1,5508,,0,,1,415
46471720,4647172,6,4,1,3,0,1,0,0,3,1,9,0,300,180,900,540,1,5673,,0,,1,360
46471721,4647172,6,4,1,3,0,1,1,0,3,1,9,0,300,180,900,540,1,5673,,0,,1,360
46481560,4648156,6,1,1,1,0,1,0,2,1,1,9,0,300,180,133,112,1,5991,,0,,1,-87
46491160,4649116,6,3,3,2,0,2,0,2,1,1,9,0,300,180,935,596,1,5508,,0,,1,395
46491161,4649116,6,3,3,2,0,2,1,1,2,1,9,0,300,180,935,596,1,5508,,0,,1,395
46501690,4650169,6,4,1,3,0,1,0,0,3,1,9,0,300,180,2700,1620,1,5611,,0,,1,1440
46501691,4650169,6,4,1,3,0,1,1,0,2,1,9,0,300,180,2700,1620,1,5611,,0,,1,1440
47061640,4706164,7,4,1,2,0,1,0,0,2,1,9,0,300,180,1730,1068,1,5653,,0,,1,870
47061641,4706164,7,4,1,2,0,1,1,0,2,1,9,0,300,180,1730,1068,1,5653,,0,,1,870
47081820,4708182,7,4,2,2,0,1,0,0,2,1,9,0,300,180,800,480,1,5403,,0,,1,300
47081821,4708182,7,4,2,2,0,1,1,0,2,1,9,0,300,180,800,480,1,5403,,0,,1,300
47101560,4710156,7,1,3,1,0,1,0,2,1,1,9,0,300,180,1130,708,1,5641,,0,,1,510
47111590,4711159,7,0,2,4,0,0,0,0,4,1,9,0,300,180,2700,1620,1,5611,,0,,1,1440
47121671,4712167,7,0,1,3,0,1,1,0,3,1,9,0,300,180,1130,708,1,5708,,0,,1,510
47151791,4715179,7,3,3,1,1,2,1,1,1,1,9,0,300,180,1030,648,1,3764,,0,,1,450
47151790,4715179,7,3,3,1,1,2,0,2,1,1,9,0,300,180,1030,648,1,3764,,0,,1,450
47171410,4717141,7,0,0,4,0,0,0,0,4,1,9,0,300,180,1050,680,1,5616,,0,,1,470
47195021,4719502,7,2,2,0,1,1,1,0,0,1,9,0,300,180,445,312,1,5701,,0,,1,105
47195020,4719502,7,2,2,0,1,1,0,2,0,1,9,0,300,180,635,416,1,5701,,0,,1,215
47211671,4721167,7,0,1,4,0,1,1,0,4,1,9,0,300,180,1400,840,1,5625,,0,,1,660
47211680,4721168,7,3,3,1,0,2,0,2,1,1,9,0,300,180,930,588,1,5506,,0,,1,390
47211681,4721168,7,3,3,1,0,2,1,2,1,1,9,0,300,180,1200,720,1,5506,,0,,1,540
47211730,4721173,7,3,2,2,0,1,0,2,2,1,9,0,300,180,1415,864,1,5623,,0,,1,675
47211731,4721173,7,3,2,2,0,1,1,1,1,1,9,0,300,180,1415,864,1,5623,,0,,1,675
47215560,4721556,7,0,3,2,0,1,0,0,2,1,9,0,300,180,1700,1020,1,6129,,0,,1,840
47221790,4722179,7,0,0,3,0,1,0,0,3,1,9,0,300,180,2700,1620,1,5611,,0,,1,1440
47231450,4723145,7,4,1,4,0,1,0,0,4,1,9,0,300,180,1730,1068,1,5651,,0,,1,870
47231451,4723145,7,4,1,4,0,1,1,0,4,1,9,0,300,180,1730,1068,1,5651,,0,,1,870
47231630,4723163,7,4,2,3,0,1,0,0,3,1,9,0,300,180,1230,768,1,5654,,0,,1,570
47231631,4723163,7,4,2,3,0,1,1,0,3,1,9,0,300,180,1230,768,1,5654,,0,,1,570
47235521,4723552,7,4,1,2,0,1,1,0,2,1,9,0,300,180,2700,1620,1,5611,,0,,1,1440
47235520,4723552,7,4,1,2,0,1,0,0,2,1,9,0,300,180,2700,1620,1,5611,,0,,1,1440
47241750,4724175,7,3,1,2,0,2,0,2,2,1,9,0,300,180,900,540,1,5627,,0,,1,360
47241751,4724175,7,3,1,2,0,2,1,2,2,1,9,0,300,180,900,540,1,5627,,0,,1,360
47255510,4725551,7,3,2,2,0,2,0,2,2,1,9,0,300,180,930,588,1,5611,,0,,1,390
47255511,4725551,7,3,2,2,0,2,1,1,1,1,9,0,300,180,650,440,1,5611,,0,,1,230
47261500,4726150,7,0,1,3,0,1,0,0,3,1,9,0,300,180,900,540,1,5502,,0,,1,360
47271021,4727102,7,0,0,3,0,0,1,0,3,1,9,0,300,180,2700,1620,1,5611,,0,,1,1440
47300111,4730011,7,0,2,2,0,1,1,0,2,1,9,0,300,180,1245,792,1,5622,,0,,1,585
47301320,4730132,7,3,3,1,1,2,0,2,1,1,9,0,300,180,1100,660,1,5595,,0,,1,480
47301321,4730132,7,3,3,1,1,2,1,1,1,1,9,0,300,180,1100,660,1,5595,,0,,1,480
47321010,4732101,7,4,2,3,0,1,0,0,3,1,9,0,300,180,1045,672,1,5643,,0,,1,465
47321011,4732101,7,4,2,3,0,1,1,0,2,1,9,0,300,180,1045,672,1,5643,,0,,1,465
47331151,4733115,7,0,3,2,0,1,1,0,2,1,9,0,300,180,1530,948,1,5506,,0,,1,750
47345531,4734553,7,3,2,2,0,2,1,2,2,1,9,0,300,180,1035,656,1,5612,,0,,1,455
47345530,4734553,7,3,2,2,0,2,0,2,2,1,9,0,300,180,1035,656,1,5612,,0,,1,455
47345570,4734557,7,3,3,1,0,1,0,2,1,1,9,0,300,180,2700,1620,1,5611,,0,,1,1440
47345571,4734557,7,3,3,1,0,1,1,2,0,1,9,0,300,180,2700,1620,1,5611,,0,,1,1440
47350031,4735003,7,2,2,0,1,1,1,0,0,1,9,0,300,180,930,588,1,5684,,0,,1,390
47351350,4735135,7,3,1,1,2,1,0,2,1,1,9,0,300,180,1230,768,1,5629,,0,,1,570
47351351,4735135,7,3,1,1,2,1,1,1,1,1,9,0,300,180,1430,888,1,5629,,0,,1,690
47361250,4736125,7,2,3,1,1,2,0,2,1,1,9,0,300,180,1130,708,1,5627,,0,,1,510
47361251,4736125,7,2,3,1,1,2,1,0,1,1,9,0,300,180,1130,708,1,5627,,0,,1,510
47391340,4739134,7,1,2,1,0,2,0,2,1,1,9,0,300,180,930,588,1,5627,,0,,1,390
47391350,4739135,7,4,0,2,0,0,0,0,2,1,9,0,300,180,1430,888,1,5632,,0,,1,690
47391351,4739135,7,4,0,2,0,0,1,0,2,1,9,0,300,180,1430,888,1,5632,,0,,1,690
47400100,4740010,7,2,0,1,0,1,0,2,1,1,9,0,300,180,1430,888,1,5628,,0,,1,690
47400101,4740010,7,2,0,1,0,1,1,0,1,1,9,0,300,180,1430,888,1,5628,,0,,1,690
47401371,4740137,7,3,3,0,0,1,1,2,0,1,9,0,300,180,2700,1620,1,5673,,0,,1,1440
47401370,4740137,7,3,3,0,0,1,0,2,0,1,9,0,300,180,1115,684,1,5673,,0,,1,495
44021430,4402143,4,3,3,2,0,1,0,2,2,2,5,0,435,296,1230,768,0,5623,3,35,39.02,1,515
47195021,4719502,7,2,2,0,1,1,1,0,0,2,6,0,505,308,605,368,0,5643,0,20,16.11,1,60
46111240,4611124,6,4,3,1,0,2,0,0,1,2,0,0,510,316,1730,1068,0,5612,0,10,2.96,1,740
41190020,4119002,1,4,3,1,0,2,0,0,1,2,0,0,515,324,2000,1200,0,5692,0,15,12.83,1,925
44021110,4402111,4,1,3,2,0,2,0,2,2,2,0,0,525,340,600,360,0,2161,0,30,30.26,1,75
43271130,4327113,3,3,2,1,0,1,0,2,1,2,0,0,535,356,1435,896,0,5651,0,30,38.34,1,540
43411820,4341182,3,3,3,1,3,2,0,2,1,2,0,0,540,364,1430,888,0,5616,0,10,7.13,1,570
41521780,4152178,1,3,2,0,1,1,0,2,0,2,0,0,545,372,1400,840,0,5737,0,15,14.6,1,535
42031320,4203132,2,3,3,0,0,2,0,2,0,2,0,0,545,372,1630,1008,0,5651,0,15,4.95,1,685
43071830,4307183,3,2,3,2,0,2,0,2,2,2,0,0,545,372,730,468,0,5615,0,15,101.53,1,145
43181630,4318163,3,3,3,1,0,1,0,2,1,2,0,0,610,376,1405,848,0,5683,0,20,12.02,1,515
44351610,4435161,4,2,2,2,0,1,0,2,2,2,0,0,613,380,1504,906,0,5656,0,41,46.4,1,571
43320011,4332001,3,0,1,0,2,1,1,0,0,2,8,0,620,392,700,420,0,5343,1,10,38.41,1,80
44201141,4420114,4,2,1,1,3,1,1,0,0,2,0,0,620,392,830,528,0,5623,1,5,0,1,130
47195021,4719502,7,2,2,0,1,1,1,0,0,3,9,0,620,392,1635,1016,1,5701,0,15,16.11,1,615
42071300,4207130,2,3,3,1,0,2,0,2,1,2,0,0,630,408,1615,984,0,5281,0,30,25.79,1,625
41531811,4153181,1,3,2,1,0,1,1,1,1,2,0,0,700,420,1615,984,0,5627,0,30,29.98,1,555
42101390,4210139,2,2,3,1,2,2,0,2,1,2,0,0,700,420,1630,1008,0,5616,0,40,55.38,1,570
42491430,4249143,2,3,3,1,3,2,0,2,1,3,0,0,700,420,830,528,0,5503,0,14,8.4,1,90
43071440,4307144,3,2,2,1,0,2,0,2,1,2,0,0,700,420,1550,980,0,5616,0,30,19.18,1,530
44251750,4425175,4,2,3,1,3,1,0,2,1,2,0,0,700,420,1545,972,0,5611,3,75,105.68,1,525
45231260,4523126,5,3,1,1,0,2,0,2,1,2,0,0,700,420,1545,972,0,5611,0,30,18.19,1,525
44221560,4422156,4,3,3,0,0,2,0,2,0,2,0,0,702,423,731,469,0,5624,0,34,25.74,1,29
42121900,4212190,2,4,3,2,0,1,0,0,2,2,8,0,640,424,641,425,0,5613,1,30,0,1,1
42405540,4240554,2,3,3,1,0,1,0,2,1,2,8,0,640,424,641,425,0,4651,1,10,0,1,1
45452260,4545226,5,3,3,1,0,1,0,2,1,2,0,0,640,424,650,440,0,6067,3,5,4,1,10
44325530,4432553,4,1,0,1,0,1,0,2,1,2,0,0,705,428,1630,1008,0,5611,0,35,3.16,1,565
45315520,4531552,5,2,3,2,0,2,0,2,2,2,0,0,705,428,1130,708,0,5657,0,20,7.03,1,265
47255511,4725551,7,3,2,2,0,2,1,1,1,2,0,0,705,428,1230,768,0,5644,1,15,2.45,1,325
34511301,3451130,4,3,3,1,3,1,1,1,1,2,0,0,645,432,1200,720,0,5641,1,15,116.91,1,355
42221491,4222149,2,3,2,1,0,2,1,1,1,2,0,0,645,432,1530,948,0,5104,1,15,2.27,1,565
42441430,4244143,2,3,3,1,1,1,0,2,1,2,0,0,645,432,1535,956,0,5652,0,15,5.94,1,570
42491430,4249143,2,3,3,1,3,2,0,2,1,2,2,0,645,432,646,433,0,5611,0,15,7.79,1,1
43201440,4320144,3,3,3,1,3,2,0,2,1,2,1,0,645,432,730,468,0,2952,0,45,29.92,1,85
44275550,4427555,4,3,3,1,2,1,0,2,1,2,0,0,645,432,1500,900,0,5611,1,45,11.55,1,535
45171010,4517101,5,2,2,1,0,2,0,2,1,2,0,0,645,432,700,420,0,5752,1,15,0,1,55
46111241,4611124,6,4,3,1,0,2,1,0,1,2,0,0,645,432,1330,828,0,5611,0,15,3.53,1,445
47195020,4719502,7,2,2,0,1,1,0,2,0,2,6,0,645,432,1730,1068,0,5701,1,10,0,1,685
45041040,4504104,5,3,3,1,0,2,0,2,1,2,0,0,647,435,1533,952,0,5652,0,17,8.71,1,566
43320011,4332001,3,0,1,0,2,1,1,0,0,3,9,0,710,436,1010,616,1,5623,1,10,38.41,1,180
44401670,4440167,4,3,2,1,2,1,0,2,1,2,0,0,710,436,1610,976,0,5626,1,30,12.59,1,540
45180071,4518007,5,1,3,1,0,1,1,2,1,2,2,0,710,436,711,437,0,4001,0,70,74.91,1,1
42121900,4212190,2,4,3,2,0,1,0,0,2,3,9,0,711,437,950,620,1,5613,1,30,0,1,159
42170170,4217017,2,3,1,1,0,1,0,2,1,2,0,0,713,440,715,444,0,5212,0,13,5.75,1,2
