AgentID,Hhid,Day,Comp,SEC,Age,Child,Ncars,Gend,Wstat,AgeP,Actnr,Atype,With,BT,StartTime,ET,EndTIme,Home,PPC,Mode,TravTime,TravDist,Eindhoven,Dur
42091090,4209109,2,3,2,0,0,2,0,2,0,1,9,0,300,180,730,468,1,5975,,0,,1,270
42091091,4209109,2,3,2,0,0,2,1,2,0,1,9,0,300,180,750,500,1,5975,,0,,1,290
42091121,4209112,2,0,0,4,0,0,1,0,4,1,9,0,300,180,900,540,1,5616,,0,,1,360
42101140,4210114,2,4,1,4,0,0,0,0,4,1,9,0,300,180,2700,1620,1,5625,,0,,1,1440
42101141,4210114,2,4,1,4,0,0,1,0,3,1,9,0,300,180,1000,600,1,5625,,0,,1,420
42101231,4210123,2,0,0,2,0,1,1,0,2,1,9,0,300,180,845,552,1,5224,,0,,1,345
42101390,4210139,2,2,3,1,2,2,0,2,1,1,9,0,300,180,620,392,1,4181,,0,,1,200
42101391,4210139,2,2,3,1,2,2,1,0,1,1,9,0,300,180,840,544,1,4181,,0,,1,340
42111431,4211143,2,0,0,4,0,0,1,0,4,1,9,0,300,180,2700,1620,1,5611,,0,,1,1440
42111560,4211156,2,2,3,1,1,2,0,2,1,1,9,0,300,180,830,528,1,4823,,0,,1,330
42111561,4211156,2,2,3,1,1,2,1,0,1,1,9,0,300,180,2700,1620,1,4823,,0,,1,1440
42121090,4212109,2,3,3,1,2,2,0,2,1,1,9,0,300,180,840,544,1,5244,,0,,1,340
42121091,4212109,2,3,3,1,2,2,1,1,1,1,9,0,300,180,725,460,1,5244,,0,,1,265
42121190,4212119,2,3,3,1,1,2,0,2,1,1,9,0,300,180,640,424,1,5628,,0,,1,220
42121191,4212119,2,3,3,1,1,2,1,1,0,1,9,0,300,180,845,552,1,5628,,0,,1,345
42121480,4212148,2,2,2,0,0,2,0,2,0,1,9,0,300,180,715,444,1,5581,,0,,1,255
42121481,4212148,2,2,2,0,0,2,1,0,0,1,9,0,300,180,830,528,1,5581,,0,,1,330
42121581,4212158,2,0,0,4,0,1,1,0,4,1,9,0,300,180,2700,1620,1,5611,,0,,1,1440
42121671,4212167,2,1,0,0,0,0,1,2,0,1,9,0,300,180,1045,672,1,5627,,0,,1,465
42121900,4212190,2,4,3,2,0,1,0,0,2,1,9,0,300,180,610,376,1,5613,,0,,1,190
42121901,4212190,2,4,3,2,0,1,1,0,2,1,9,0,300,180,950,620,1,5613,,0,,1,410
42141511,4214151,2,0,0,2,0,1,1,0,2,1,9,0,300,180,730,468,1,5551,,0,,1,270
42141540,4214154,2,4,3,4,0,1,0,0,4,1,9,0,300,180,830,528,1,5684,,0,,1,330
42141541,4214154,2,4,3,4,0,1,1,0,4,1,9,0,300,180,1000,600,1,5684,,0,,1,420
42141710,4214171,2,0,3,3,0,2,0,0,3,1,9,0,300,180,900,540,1,5644,,0,,1,360
42151180,4215118,2,3,3,0,0,2,0,2,0,1,9,0,300,180,810,496,1,5037,,0,,1,310
42151181,4215118,2,3,3,0,0,2,1,2,0,1,9,0,300,180,750,500,1,5037,,0,,1,290
42161280,4216128,2,2,2,1,3,1,0,2,1,1,9,0,300,180,600,360,1,6822,,0,,1,180
42161281,4216128,2,2,2,1,3,1,1,0,1,1,9,0,300,180,930,588,1,6822,,0,,1,390
42161540,4216154,2,3,3,1,0,2,0,2,1,1,9,0,300,180,2700,1620,1,5571,,0,,1,1440
42161541,4216154,2,3,3,1,0,2,1,2,1,1,9,0,300,180,1030,648,1,5571,,0,,1,450
42161610,4216161,2,4,1,3,0,1,0,0,3,1,9,0,300,180,1030,648,1,5623,,0,,1,450
42161611,4216161,2,4,1,3,0,1,1,0,2,1,9,0,300,180,1030,648,1,5623,,0,,1,450
42170170,4217017,2,3,1,1,0,1,0,2,1,1,9,0,300,180,700,420,1,5236,,0,,1,240
42170171,4217017,2,3,1,1,0,1,1,2,1,1,9,0,300,180,700,420,1,5236,,0,,1,240
42181320,4218132,2,4,3,4,0,1,0,0,4,1,9,0,300,180,927,583,1,5741,,0,,1,387
42181321,4218132,2,4,3,4,0,1,1,0,4,1,9,0,300,180,1445,912,1,5741,,0,,1,705
42181351,4218135,2,4,3,3,0,1,1,0,3,1,9,0,300,180,930,588,1,3319,,0,,1,390
42181350,4218135,2,4,3,3,0,1,0,0,2,1,9,0,300,180,900,540,1,3319,,0,,1,360
42191201,4219120,2,4,3,3,0,2,1,0,3,1,9,0,300,180,930,588,1,5631,,0,,1,390
42191200,4219120,2,4,3,3,0,2,0,0,3,1,9,0,300,180,1100,660,1,5631,,0,,1,480
42211660,4221166,2,1,3,1,0,1,0,2,1,1,9,0,300,180,650,440,1,5751,,0,,1,230
42221490,4222149,2,3,2,1,0,2,0,2,1,1,9,0,300,180,645,432,1,5102,,0,,1,225
42221491,4222149,2,3,2,1,0,2,1,1,1,1,9,0,300,180,630,408,1,5102,,0,,1,210
42231310,4223131,2,2,3,1,2,1,0,2,1,1,9,0,300,180,815,504,1,5481,,0,,1,315
42231311,4223131,2,2,3,1,2,1,1,0,1,1,9,0,300,180,1205,728,1,5481,,0,,1,545
42231770,4223177,2,3,2,0,0,2,0,2,0,1,9,0,300,180,745,492,1,5216,,0,,1,285
42231771,4223177,2,3,2,0,0,2,1,2,0,1,9,0,300,180,710,436,1,5216,,0,,1,250
42241731,4224173,2,0,0,3,0,1,1,0,3,1,9,0,300,180,2700,1620,1,5611,,0,,1,1440
42251021,4225102,2,4,2,3,0,1,1,0,3,1,9,0,300,180,1030,648,1,5509,,0,,1,450
42251020,4225102,2,4,2,3,0,1,0,0,3,1,9,0,300,180,1341,845,1,5509,,0,,1,641
42265520,4226552,2,3,3,1,0,1,0,2,1,1,9,0,300,180,850,560,1,5627,,0,,1,350
42265521,4226552,2,3,3,1,0,1,1,1,1,1,9,0,300,180,1300,780,1,5627,,0,,1,600
42270130,4227013,2,4,1,2,0,1,0,0,2,1,9,0,300,180,915,564,1,5632,,0,,1,375
42270131,4227013,2,4,1,2,0,1,1,0,2,1,9,0,300,180,2700,1620,1,5632,,0,,1,1440
42271740,4227174,2,3,3,0,0,2,0,2,0,1,9,0,300,180,800,480,1,5491,,0,,1,300
42271741,4227174,2,3,3,0,0,2,1,2,0,1,9,0,300,180,1030,648,1,5491,,0,,1,450
42281410,4228141,2,1,3,0,0,0,0,2,0,1,9,0,300,180,930,588,1,5611,,0,,1,390
42295550,4229555,2,3,3,0,0,2,0,2,0,1,9,0,300,180,800,480,1,5632,,0,,1,300
42295551,4229555,2,3,3,0,0,2,1,2,0,1,9,0,300,180,800,480,1,5632,,0,,1,300
42300021,4230002,2,1,2,0,1,0,1,2,0,1,9,0,300,180,1400,840,1,5612,,0,,1,660
42301201,4230120,2,1,1,1,0,1,1,2,1,1,9,0,300,180,820,512,1,5663,,0,,1,320
42301311,4230131,2,1,2,0,0,1,1,2,0,1,9,0,300,180,750,500,1,5629,,0,,1,290
42301720,4230172,2,4,3,4,0,1,0,0,4,1,9,0,300,180,1600,960,1,5651,,0,,1,780
42301721,4230172,2,4,3,4,0,1,1,0,4,1,9,0,300,180,800,480,1,5651,,0,,1,300
42310111,4231011,2,1,3,2,0,0,1,2,2,1,9,0,300,180,1800,1080,1,5641,,0,,1,900
42311351,4231135,2,1,0,1,0,1,1,1,1,1,9,0,300,180,1140,724,1,5625,,0,,1,520
42311820,4231182,2,4,0,3,0,0,0,0,3,1,9,0,300,180,2700,1620,1,5611,,0,,1,1440
42311821,4231182,2,4,0,3,0,0,1,0,3,1,9,0,300,180,2700,1620,1,5611,,0,,1,1440
42315531,4231553,2,3,1,1,2,1,1,1,1,1,9,0,300,180,755,508,1,5632,,0,,1,295
42315530,4231553,2,3,1,1,2,1,0,2,1,1,9,0,300,180,930,588,1,5632,,0,,1,390
42331200,4233120,2,3,1,0,1,2,0,2,0,1,9,0,300,180,730,468,1,5658,,0,,1,270
42331201,4233120,2,3,1,0,1,2,1,2,0,1,9,0,300,180,745,492,1,5658,,0,,1,285
42331650,4233165,2,1,3,0,0,1,0,2,0,1,9,0,300,180,750,500,1,5652,,0,,1,290
42341560,4234156,2,3,2,0,0,2,0,2,0,1,9,0,300,180,945,612,1,6621,,0,,1,405
42341561,4234156,2,3,2,0,0,2,1,2,0,1,9,0,300,180,703,424,1,6621,,0,,1,243
42351701,4235170,2,3,3,1,0,1,1,1,1,1,9,0,300,180,815,504,1,5612,,0,,1,315
42351700,4235170,2,3,3,1,0,1,0,2,1,1,9,0,300,180,815,504,1,5612,,0,,1,315
42361050,4236105,2,3,3,1,1,2,0,2,1,1,9,0,300,180,730,468,1,5731,,0,,1,270
42361051,4236105,2,3,3,1,1,2,1,1,0,1,9,0,300,180,745,492,1,5731,,0,,1,285
42361200,4236120,2,3,3,1,1,1,0,2,1,1,9,0,300,180,810,496,1,6049,,0,,1,310
42361201,4236120,2,3,3,1,1,1,1,1,1,1,9,0,300,180,640,424,1,6049,,0,,1,220
42361490,4236149,2,4,1,4,0,0,0,0,4,1,9,0,300,180,2700,1620,1,5611,,0,,1,1440
42361491,4236149,2,4,1,4,0,0,1,0,4,1,9,0,300,180,2700,1620,1,5611,,0,,1,1440
42361600,4236160,2,3,3,1,0,1,0,2,1,1,9,0,300,180,800,480,1,5508,,0,,1,300
42361601,4236160,2,3,3,1,0,1,1,1,1,1,9,0,300,180,2700,1620,1,5508,,0,,1,1440
42371350,4237135,2,3,2,2,0,1,0,1,2,1,9,0,300,180,1200,720,1,5683,,0,,1,540
42371351,4237135,2,3,2,2,0,1,1,2,2,1,9,0,300,180,830,528,1,5683,,0,,1,330
42371440,4237144,2,2,3,3,0,2,0,1,3,1,9,0,300,180,1430,888,1,5626,,0,,1,690
42371441,4237144,2,2,3,3,0,2,1,0,2,1,9,0,300,180,700,420,1,5626,,0,,1,240
42391170,4239117,2,2,3,1,0,1,0,0,1,1,9,0,300,180,820,512,1,5591,,0,,1,320
42391171,4239117,2,2,3,1,0,1,1,2,1,1,9,0,300,180,820,512,1,5591,,0,,1,320
42391250,4239125,2,1,3,1,0,1,0,2,1,1,9,0,300,180,630,408,1,2406,,0,,1,210
42391390,4239139,2,4,0,2,0,1,0,0,2,1,9,0,300,180,1230,768,1,5622,,0,,1,570
42391391,4239139,2,4,0,2,0,1,1,0,2,1,9,0,300,180,1445,912,1,5622,,0,,1,705
42391521,4239152,2,4,1,4,0,0,1,0,4,1,9,0,300,180,1230,768,1,5644,,0,,1,570
42391520,4239152,2,4,1,4,0,0,0,0,4,1,9,0,300,180,1230,768,1,5644,,0,,1,570
42401210,4240121,2,2,3,2,0,2,0,0,2,1,9,0,300,180,1015,624,1,5504,,0,,1,435
42401211,4240121,2,2,3,2,0,2,1,1,2,1,9,0,300,180,910,556,1,5504,,0,,1,370
42405540,4240554,2,3,3,1,0,1,0,2,1,1,9,0,300,180,630,408,1,4651,,0,,1,210
42405541,4240554,2,3,3,1,0,1,1,2,1,1,9,0,300,180,730,468,1,4651,,0,,1,270
42411181,4241118,2,1,0,1,3,1,1,1,1,1,9,0,300,180,830,528,1,5641,,0,,1,330
42411831,4241183,2,3,3,1,2,2,1,1,1,1,9,0,300,180,845,552,1,5403,,0,,1,345
42411830,4241183,2,3,3,1,2,2,0,2,1,1,9,0,300,180,645,432,1,5403,,0,,1,225
42430160,4243016,2,2,2,2,0,2,0,2,2,1,9,0,300,180,700,420,1,5685,,0,,1,240
42430161,4243016,2,2,2,2,0,2,1,0,2,1,9,0,300,180,1030,648,1,5685,,0,,1,450
42441410,4244141,2,2,3,1,0,2,0,2,1,1,9,0,300,180,805,488,1,4834,,0,,1,305
42441411,4244141,2,2,3,1,0,2,1,0,1,1,9,0,300,180,2700,1620,1,4834,,0,,1,1440
42441430,4244143,2,3,3,1,1,1,0,2,1,1,9,0,300,180,630,408,1,5626,,0,,1,210
42441431,4244143,2,3,3,1,1,1,1,1,0,1,9,0,300,180,835,536,1,5626,,0,,1,335
42441531,4244153,2,3,3,1,0,2,1,1,1,1,9,0,300,180,1130,708,1,5627,,0,,1,510
42441530,4244153,2,3,3,1,0,2,0,2,1,1,9,0,300,180,800,480,1,5627,,0,,1,300
